DIFF_CMD	*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
DIFF CHANGED 5961 	_4A56CE942904FC4F	mp_kami_ep2_choice_50	Ressource de l'Apprenti Kamiste	une	la	Ressources de l'Apprenti Kamiste	des	les	
DIFF SWAP 6025 5962									
DIFF CHANGED 5962 	_E30154F7841E225A	mp_kami_ep2_choice_100	Ressource du Kamiste Confirmé	une	la	Ressources du Kamiste Confirmé	des	les	
DIFF SWAP 6026 5963									
DIFF CHANGED 5963 	_A4B470C76ABE73FC	mp_kami_ep2_choice_150	Ressource de l'Initié Kamiste	une	la	Ressources de l'Initié Kamiste	des	les	
DIFF SWAP 6027 5964									
DIFF CHANGED 5964 	_20CEBCB42C5F8D00	mp_kami_ep2_choice_200	Ressource de l'Expert Kamiste	une	la	Ressources de l'Expert Kamiste	des	les	
DIFF SWAP 6028 5965									
DIFF CHANGED 5965 	_2E34964F55DA0038	mp_kami_ep2_choice_250	Ressource du Maître Kamiste	une	la	Ressources du Maître Kamiste	des	les	
DIFF SWAP 6029 5966									
DIFF CHANGED 5966 	_6E558502EC7CDD32	mp_kami_ep2_excellent_50	Ressource Majeure de l'Apprenti Kamiste	une	la	Ressources Majeures de l'Apprenti Kamiste	des	les	
DIFF SWAP 6030 5967									
DIFF CHANGED 5967 	_62669AA9E4FB29E0	mp_kami_ep2_excellent_100	Ressource Majeure du Kamiste Confirmé	une	la	Ressources Majeures du Kamiste Confirmé	des	les	
DIFF SWAP 6031 5968									
DIFF CHANGED 5968 	_0AA5DF73CD3A6EAA	mp_kami_ep2_excellent_150	Ressource Majeure de l'Initié Kamiste	une	la	Ressources Majeures de l'Initié Kamiste	des	les	
DIFF SWAP 6032 5969									
DIFF CHANGED 5969 	_46163178C8BBC0AF	mp_kami_ep2_excellent_200	Ressource Majeure de l'Expert Kamiste	une	la	Ressources Majeures de l'Expert Kamiste	des	les	
DIFF SWAP 6033 5970									
DIFF CHANGED 5970 	_DBF3D6F46C78DCDE	mp_kami_ep2_excellent_250	Ressource Majeure du Maître Kamiste	une	la	Ressources Majeures du Maître Kamiste	des	les	
DIFF SWAP 6034 5971									
DIFF CHANGED 5971 	_CAB3B70586031CFA	mp_karavan_ep2_choice_50	Ressource de l'Apprenti Karavanier	une	la	Ressources de l'Apprenti Karavanier	des	les	
DIFF SWAP 6035 5972									
DIFF CHANGED 5972 	_BE7AE521E2E8AA65	mp_karavan_ep2_choice_100	Ressource du Karavanier Confirmé	une	la	Ressources du Karavanier Confirmé	des	les	
DIFF SWAP 6036 5973									
DIFF CHANGED 5973 	_E62841A7D71F1B1E	mp_karavan_ep2_choice_150	Ressource de l'Initié Karavanier	une	la	Ressources de l'Initié Karavanier	des	les	
DIFF SWAP 6037 5974									
DIFF CHANGED 5974 	_C52A2DAA19EF4527	mp_karavan_ep2_choice_200	Ressource de l'Expert Karavanier	une	la	Ressources de l'Expert Karavanier	des	les	
DIFF SWAP 6038 5975									
DIFF CHANGED 5975 	_31136B66F1D2E612	mp_karavan_ep2_choice_250	Ressource du Maître Karavanier	une	la	Ressources du Maître Karavanier	des	les	
DIFF SWAP 6039 5976									
DIFF CHANGED 5976 	_B0D1E9B0340AD61B	mp_karavan_ep2_excellent_50	Ressource Majeure de l'Apprenti Karavanier	une	la	Ressources Majeure de l'Apprenti Karavanier	des	les	
DIFF SWAP 6040 5977									
DIFF CHANGED 5977 	_A94757E98B1524D8	mp_karavan_ep2_excellent_100	Ressource Majeure du Karavanier Confirmé	une	la	Ressources Majeure du Karavanier Confirmé	des	les	
DIFF SWAP 6041 5978									
DIFF CHANGED 5978 	_0BC32505BB1F502F	mp_karavan_ep2_excellent_150	Ressource Majeure de l'Initié Karavanier	une	la	Ressources Majeure de l'Initié Karavanier	des	les	
DIFF SWAP 6042 5979									
DIFF CHANGED 5979 	_CC141990FDD7902A	mp_karavan_ep2_excellent_200	Ressource Majeure de l'Expert Karavanier	une	la	Ressources Majeure de l'Expert Karavanier	des	les	
DIFF SWAP 6043 5980									
DIFF CHANGED 5980 	_4A8888E8FBA49B57	mp_karavan_ep2_excellent_250	Ressource Majeure du Maître Karavanier	une	la	Ressources Majeure du Maître Karavanier	des	les	
DIFF SWAP 6853 5981									
DIFF CHANGED 5981 	_0C7D823B769D1769	ikaracp_ep2_1	Robe de Karavanier	une	la	Robes de Karavanier	des	les	
DIFF SWAP 6854 5982									
DIFF CHANGED 5982 	_0C7D823B769D176A	ikaracp_ep2_2	Robe de Karavanier	une	la	Robes de Karavanier	des	les	
DIFF SWAP 6855 5983									
DIFF CHANGED 5983 	_0C7D823B769D176B	ikaracp_ep2_3	Robe de Karavanier	une	la	Robes de Karavanier	des	les	
DIFF SWAP 6851 5984									
DIFF CHANGED 5984 	_B0C635D557B12EF9	ikamacp_ep2_1	Robe de Kamiste	une	la	Robes de Kami	des	les	
DIFF SWAP 6807 5985									
DIFF CHANGED 5985 	_B0C635D557B12EFA	ikamacp_ep2_2	Robe de Kamiste	une	la	Robes de Kami	des	les	
DIFF SWAP 6852 5986									
DIFF CHANGED 5986 	_B0C635D557B12EFB	ikamacp_ep2_3	Robe de Kamiste	une	la	Robes de Kami	des	les	
DIFF SWAP 6816 5987									
DIFF CHANGED 5987 	_8B7BA7F379203325	ickamss_ep2_1	Bouclier de Kamiste	une	la	Boucliers de Kamiste	des	les	
DIFF SWAP 6821 5988									
DIFF CHANGED 5988 	_8B7BA7F379203326	ickamss_ep2_2	Bouclier de Kamiste	une	la	Boucliers de Kamiste	des	les	
DIFF SWAP 6823 5989									
DIFF CHANGED 5989 	_8B7BA7F379203327	ickamss_ep2_3	Bouclier de Kamiste	une	la	Boucliers de Kamiste	des	les	
DIFF SWAP 6827 5990									
DIFF CHANGED 5990 	_A625A435D1E22B4C	ickarss_ep2_1	Bouclier de Karavanier	une	la	Boucliers de Karavanier	des	les	
DIFF SWAP 6831 5991									
DIFF CHANGED 5991 	_A625A435D1E22B4D	ickarss_ep2_2	Bouclier de Karavanier	une	la	Boucliers de Karavanier	des	les	
DIFF SWAP 6833 5992									
DIFF CHANGED 5992 	_A625A435D1E22B4E	ickarss_ep2_3	Bouclier de Karavanier	une	la	Boucliers de Karavanier	des	les	
DIFF SWAP 6770 5993									
DIFF CHANGED 5993 	_486B8F105E0B543E	itforagekam_ep2_1	Pioche de Kamiste	une	la	Pioches de Kamiste	des	les	
DIFF SWAP 6850 5994									
DIFF CHANGED 5994 	_486B8F115E0B543E	itforagekam_ep2_2	Pioche de Kamiste	une	la	Pioches de Kamiste	des	les	
DIFF SWAP 6772 5995									
DIFF CHANGED 5995 	_486B8F125E0B543E	itforagekam_ep2_3	Pioche de Kamiste	une	la	Pioches de Kamiste	des	les	
DIFF SWAP 6066 5996									
DIFF CHANGED 5996 	_5FE2906F3CAED478	itforagekar_ep2_1	Pioche de Karavanier	une	la	Pioches de Karavanier	des	les	
DIFF SWAP 6041 5997									
DIFF CHANGED 5997 	_5FE290703CAED478	itforagekar_ep2_2	Pioche de Karavanier	une	la	Pioches de Karavanier	des	les	
DIFF SWAP 6007 5998									
DIFF CHANGED 5998 	_5FE290713CAED478	itforagekar_ep2_3	Pioche de Karavanier	une	la	Pioches de Karavanier	des	les	
DIFF SWAP 6773 5999									
DIFF CHANGED 5999 	_3407F40DF2F658CC	icfahb_leader01	Bottes de Dexton	une	la	Bottes de Dexton	des	les	
DIFF SWAP 6954 6000									
DIFF CHANGED 6000 	_841CCF3E6143CB5B	icfahp_leader01	Pantalon de Dexton	un	le	Pantalons de Dexton	des	les	
DIFF SWAP 6523 6001									
DIFF CHANGED 6001 	_14AFEB231EB2AAA7	icfahs_leader01	Manches de Dexton	une	la	Manches de Dexton	des	les	
DIFF SWAP 6733 6002									
DIFF CHANGED 6002 	_2EBC623623188E53	icfahv_leader01	Veste de Dexton	une	la	Vestes de Dexton	des	les	
DIFF SWAP 6912 6003									
DIFF CHANGED 6003 	_AF77942FE32A2588	icmahb_leader01	Bottes d'Yrkanis	une	la	Bottes d'Yrkanis	des	les	
DIFF SWAP 6867 6004									
DIFF CHANGED 6004 	_9002BB052182574A	icmahp_leader01	Pantalon d'Yrkanis	un	le	Pantalons d'Yrkanis	des	les	
DIFF SWAP 6511 6005									
DIFF CHANGED 6005 	_1391E813AD6EA68A	icmahs_leader01	Manches d'Yrkanis	une	la	Manches d'Yrkanis	des	les	
DIFF SWAP 6053 6006									
DIFF CHANGED 6006 	_1C0C625EAB945A86	icmahv_leader01	Veste d'Yrkanis	une	la	Vestes d'Yrkanis	des	les	
DIFF SWAP 6666 6007									
DIFF CHANGED 6007 	_E8568D2E70E93680	ictamb_leader01	Bottes de Still Wyler	une	la	Bottes de Still Wyler	des	les	
DIFF SWAP 6672 6008									
DIFF CHANGED 6008 	_CCB57967D3102089	ictamp_leader01	Pantalon de Still Wyler	un	le	Pantalons de Still Wyler	des	les	
DIFF SWAP 6676 6009									
DIFF CHANGED 6009 	_E2117B9A37D9388B	ictams_leader01	Manches de Still Wyler	une	la	Manches de Still Wyler	des	les	
DIFF SWAP 6635 6010									
DIFF CHANGED 6010 	_15FAD4706BB74E19	ictamv_leader01	Veste de Still Wyler	une	la	Vestes de Still Wyler	des	les	
DIFF SWAP 6924 6011									
DIFF CHANGED 6011 	_FA54A01A254281EA	iczacb_leader01	Bottes de Mabreka	une	la	Bottes de Mabreka	des	les	
DIFF SWAP 6930 6012									
DIFF CHANGED 6012 	_C7EC13FB6EA376C5	iczacp_leader01	Robe de Mabreka	une	la	Robes de Mabreka	des	les	
DIFF SWAP 6934 6013									
DIFF CHANGED 6013 	_88B077E76A308A52	iczacs_leader01	Manches de Mabreka	une	la	Manches de Mabreka	des	les	
DIFF SWAP 6937 6014									
DIFF CHANGED 6014 	_F1AF242166D57D76	iczacv_leader01	Veste de Mabreka	une	la	Vestes de Mabreka	des	les	
DIFF SWAP 6621 6015									
DIFF CHANGED 6015 	_5EF8BEE5BBF1D311	fy_weapon_leader_dexton	Épée Longue de Dexton	une	la	Épées Longue de Dexton	des	les	
DIFF SWAP 6933 6016									
DIFF CHANGED 6016 	_120D3D7CCBE593D5	ma_weapon_leader_yrkanis	Pique d'Yrkanis	une	la	Piques d'Yrkanis	des	les	
DIFF SWAP 6701 6017									
DIFF CHANGED 6017 	_F139B14ECE8B4E73	tr_weapon_leader_still_wyler	Pique de Still Wyler	une	la	Piques de Still Wyler	des	les	
DIFF SWAP 6958 6018									
DIFF CHANGED 6018 	_67666051CB3B70C5	zo_weapon_leader_mabreka	Massue de Mabreka	une	la	Massues de Mabreka	des	les	
DIFF SWAP 6619 6019									
DIFF CHANGED 6019 	_82EF8C138F8B7B35	fy_leader_01	Coiffure de Dexton	une	la	Coiffures de Dexton	des	les	
DIFF SWAP 6660 6020									
DIFF CHANGED 6020 	_7E0D5C762BC3A329	ma_leader_01	Coiffure d'Yrkanis	une	la	Coiffures d'Yrkanis	des	les	
DIFF SWAP 6694 6021									
DIFF CHANGED 6021 	_1AF10491FF318806	tr_leader_01	Coiffure de Still Wyler	une	la	Coiffures de Still Wyler	des	les	
DIFF SWAP 6951 6022									
DIFF CHANGED 6022 	_C07FC8F7A1DA1FBA	zo_leader_01	Coiffure de Mabreka	une	la	Coiffures de Mabreka	des	les	
DIFF SWAP 6557 6023									
DIFF CHANGED 6023 	_5B9D31D5996D12D1	icfja_2	Anneau de Cheville Fyros de Qlt Moyenne	un	l'	Anneaux de Cheville Fyros de Qlt Moyenne	des	les	
DIFF SWAP 6658 6024									
DIFF CHANGED 6024 	_459769A179415487	icfjb_2	Bracelet Fyros de Qlt Moyenne	un	le	Bracelets Fyros de Qlt Moyenne	des	les	
DIFF SWAP 6698 6025									
DIFF CHANGED 6025 	_A0587AA3EE12F010	icfjd_2	Diadème Fyros de Qlt Moyenne	un	le	Diadèmes Fyros de Qlt Moyenne	des	les	
DIFF SWAP 6764 6026									
DIFF CHANGED 6026 	_DBE258B127D095BE	icfje_2	Boucle d'Oreille Fyros de Qlt Moyenne	une	la	Boucles d'Oreille Fyros de Qlt Moyenne	des	les	
DIFF SWAP 6778 6027									
DIFF CHANGED 6027 	_BA3E98912A2EB5BA	icfjp_2	Pendentif Fyros de Qlt Moyenne	un	le	Pendentifs Fyros de Qlt Moyenne	des	les	
DIFF SWAP 6700 6028									
DIFF CHANGED 6028 	_ECFBFFC18CA2F346	icfjr_2	Bague Fyros de Qlt Moyenne	une	la	Bagues Fyros de Qlt Moyenne	des	les	
DIFF SWAP 6845 6029									
DIFF CHANGED 6029 	_557D19D793DDFAD3	icmja_2	Anneau de Cheville Matis de Qlt Moyenne	un	l'	Anneaux de Cheville Matis de Qlt Moyenne	des	les	
DIFF SWAP 6602 6030									
DIFF CHANGED 6030 	_BE9709A879413C89	icmjb_2	Bracelet Matis de Qlt Moyenne	un	le	Bracelets Matis de Qlt Moyenne	des	les	
DIFF SWAP 6698 6031									
DIFF CHANGED 6031 	_1F882292B012F010	icmjd_2	Diadème Matis de Qlt Moyenne	un	le	Diadèmes Matis de Qlt Moyenne	des	les	
DIFF SWAP 6551 6032									
DIFF CHANGED 6032 	_1C72F8B827709DA6	icmje_2	Boucle d'Oreille Matis de Qlt Moyenne	une	la	Boucles d'Oreille Matis de Qlt Moyenne	des	les	
DIFF SWAP 6659 6033									
DIFF CHANGED 6033 	_3B2DB491A94E55BB	icmjp_2	Pendentif Matis de Qlt Moyenne	un	le	Pendentifs Matis de Qlt Moyenne	des	les	
DIFF SWAP 6913 6034									
DIFF CHANGED 6034 	_EC6BFFB58EA02B46	icmjr_2	Bague Matis de Qlt Moyenne	une	la	Bagues Matis de Qlt Moyenne	des	les	
DIFF SWAP 6683 6035									
DIFF CHANGED 6035 	_DB471BCD1CDA650E	ictja_2	Anneau de Cheville Tryker de Qlt Moyenne	un	l'	Anneaux de Cheville Trykers de Qlt Moyenne	des	les	
DIFF SWAP 6686 6036									
DIFF CHANGED 6036 	_C064A4310FD4542B	ictjb_2	Bracelet Tryker de Qlt Moyenne	un	le	Bracelets Trykers de Qlt Moyenne	des	les	
DIFF SWAP 6689 6037									
DIFF CHANGED 6037 	_D4DF06FF0F41345D	ictjd_2	Diadème Tryker de Qlt Moyenne	un	le	Diadèmes Trykers de Qlt Moyenne	des	les	
DIFF SWAP 6691 6038									
DIFF CHANGED 6038 	_FFA4EEE306DC16D2	ictje_2	Boucle d'Oreille Tryker de Qlt Moyenne	une	la	Boucles d'Oreille Trykers de Qlt Moyenne	des	les	
DIFF SWAP 6637 6039									
DIFF CHANGED 6039 	_723B4A3E56694683	ictjp_2	Pendentif Tryker de Qlt Moyenne	un	le	Pendentifs Trykers de Qlt Moyenne	des	les	
DIFF SWAP 6802 6040									
DIFF CHANGED 6040 	_54773AD3DB70C334	ictjr_2	Bague Tryker de Qlt Moyenne	une	la	Bagues Trykers de Qlt Moyenne	des	les	
DIFF SWAP 6877 6041									
DIFF CHANGED 6041 	_213BFD2D057ACA5D	iczja_2	Anneau de Cheville Zoraï de Qlt Moyenne	un	l'	Anneaux de Cheville Zoraïs de Qlt Moyenne	des	les	
DIFF SWAP 6880 6042									
DIFF CHANGED 6042 	_2E1E3141C25D205B	iczjb_2	Bracelet Zoraï de Qlt Moyenne	un	le	Bracelets Zoraïs de Qlt Moyenne	des	les	
DIFF SWAP 6589 6043									
DIFF CHANGED 6043 	_7C3F310DF1CB84E1	iczjd_2	Diadème Zoraï de Qlt Moyenne	un	le	Diadèmes Zoraïs de Qlt Moyenne	des	les	
DIFF SWAP 6274 6044									
DIFF CHANGED 6044 	_75E35FEA9BFFF6E8	iczje_2	Boucle d'Oreille Zoraï de Qlt Moyenne	une	la	Boucles d'Oreille Zoraïs de Qlt Moyenne	des	les	
DIFF SWAP 6590 6045									
DIFF CHANGED 6045 	_B8977C62E7B45E20	iczjp_2	Pendentif Zoraï de Qlt Moyenne	un	le	Pendentifs Zoraïs de Qlt Moyenne	des	les	
DIFF SWAP 6556 6046									
DIFF CHANGED 6046 	_D08F38A6A1DC1442	iczjr_2	Bague Zoraï de Qlt Moyenne	une	la	Bagues Zoraïs de Qlt Moyenne	des	les	
DIFF SWAP 6660 6047									
DIFF CHANGED 6047 	_19DF8E385A5F1242	icfja_3	Anneau de Cheville Fyros de Qlt Haute	un	l'	Anneaux de Cheville Fyros de Qlt Haute	des	les	
DIFF SWAP 6677 6048									
DIFF CHANGED 6048 	_F2691DF084E36B38	icfjb_3	Bracelet Fyros de Qlt Haute	un	le	Bracelets Fyros de Qlt Haute	des	les	
DIFF REMOVED 6049 	_0000000000000000	nexus_neck1	Iridescent Desert Necklace	a	the	Iridescent Desert Necklace			
DIFF REMOVED 6049 	_0000000000000000	nexus_neck2	Iridescent Forest Necklace	a	the	Iridescent Forest Necklace			
DIFF REMOVED 6049 	_0000000000000000	nexus_neck3	Iridescent Lakes Necklace	a	the	Iridescent Lakes Necklace			
DIFF REMOVED 6049 	_0000000000000000	nexus_neck4	Iridescent Jungle Necklace	a	the	Iridescent Jungle Necklace			
DIFF SWAP 6709 6049									
DIFF CHANGED 6049 	_611527A72A25F03B	icfjd_3	Diadème Fyros de Qlt Haute	un	le	Diadèmes Fyros de Qlt Haute	des	les	
DIFF SWAP 6763 6050									
DIFF CHANGED 6050 	_E6956604E3559844	icfje_3	Boucle d'Oreille Fyros de Qlt Haute	une	la	Boucles d'Oreille Fyros de Qlt Haute	des	les	
DIFF SWAP 6948 6051									
DIFF CHANGED 6051 	_6BA120CA00AB40DF	icfjp_3	Pendentif Fyros de Qlt Haute	un	le	Pendentifs Fyros de Qlt Haute	des	les	
DIFF SWAP 6641 6052									
DIFF CHANGED 6052 	_72EF8454C13E77DD	icfjr_3	Bague Fyros de Qlt Haute	une	la	Bagues Fyros de Qlt Haute	des	les	
DIFF SWAP 6943 6053									
DIFF CHANGED 6053 	_13BF8E38D97F9A4B	icmja_3	Anneau de Cheville Matis de Qlt Haute	un	l'	Anneaux de Cheville Matis de Qlt Haute	des	les	
DIFF SWAP 6906 6054									
DIFF CHANGED 6054 	_F0195DFE84E36B38	icmjb_3	Bracelet Matis de Qlt Haute	un	le	Bracelets Matis de Qlt Haute	des	les	
DIFF SWAP 6910 6055									
DIFF CHANGED 6055 	_61251791E695F03B	icmjd_3	Diadème Matis de Qlt Haute	un	le	Diadèmes Matis de Qlt Haute	des	les	
DIFF SWAP 6627 6056									
DIFF CHANGED 6056 	_E6A4220BE355983E	icmje_3	Boucle d'Oreille Matis de Qlt Haute	une	la	Boucles d'Oreille Matis de Qlt Haute	des	les	
DIFF SWAP 6842 6057									
DIFF CHANGED 6057 	_E6003CCA00AB28DB	icmjp_3	Pendentif Matis de Qlt Haute	un	le	Pendentifs Matis de Qlt Haute	des	les	
DIFF SWAP 6924 6058									
DIFF CHANGED 6058 	_345F844E425D9BC5	icmjr_3	Bague Matis de Qlt Haute	une	la	Bagues Matis de Qlt Haute	des	les	
DIFF SWAP 6680 6059									
DIFF CHANGED 6059 	_C8DB0795C17AF717	ictja_3	Anneau de Cheville Tryker de Qlt Haute	un	l'	Anneaux de Cheville Trykers de Qlt Haute	des	les	
DIFF SWAP 6683 6060									
DIFF CHANGED 6060 	_21C0AD6F356178A2	ictjb_3	Bracelet Tryker de Qlt Haute	un	le	Bracelets Trykers de Qlt Haute	des	les	
DIFF SWAP 6632 6061									
DIFF CHANGED 6061 	_CD0F98F815232F7F	ictjd_3	Diadème Tryker de Qlt Haute	un	le	Diadèmes Trykers de Qlt Haute	des	les	
DIFF SWAP 6688 6062									
DIFF CHANGED 6062 	_031770665F7A4D5B	ictje_3	Boucle d'Oreille Tryker de Qlt Haute	une	la	Boucles d'Oreille Trykers de Qlt Haute	des	les	
DIFF SWAP 6634 6063									
DIFF CHANGED 6063 	_F6317DB407205C4E	ictjp_3	Pendentif Tryker de Qlt Haute	un	le	Pendentifs Trykers de Qlt Haute	des	les	
DIFF SWAP 6799 6064									
DIFF CHANGED 6064 	_65C40DC0FB994136	ictjr_3	Bague Tryker de Qlt Haute	une	la	Bagues Trykers de Qlt Haute	des	les	
DIFF SWAP 6874 6065									
DIFF CHANGED 6065 	_CEFB56FA9585290F	iczja_3	Anneau de Cheville Zoraï de Qlt Haute	un	l'	Anneaux de Cheville Zoraïs de Qlt Haute	des	les	
DIFF SWAP 6877 6066									
DIFF CHANGED 6066 	_AA0944D1BC7D3376	iczjb_3	Bracelet Zoraï de Qlt Haute	un	le	Bracelets Zoraïs de Qlt Haute	des	les	
DIFF SWAP 6268 6067									
DIFF CHANGED 6067 	_0BA1CB83240164E5	iczjd_3	Diadème Zoraï de Qlt Haute	un	le	Diadèmes Zoraïs de Qlt Haute	des	les	
DIFF SWAP 6126 6068									
DIFF CHANGED 6068 	_DC1374F54E79A3A9	iczje_3	Boucle d'Oreille Zoraï de Qlt Haute	une	la	Boucles d'Oreille Zoraïs de Qlt Haute	des	les	
DIFF SWAP 6587 6069									
DIFF CHANGED 6069 	_601DE4748BD6D6B7	iczjp_3	Pendentif Zoraï de Qlt Haute	un	le	Pendentifs Zoraïs de Qlt Haute	des	les	
DIFF SWAP 6554 6070									
DIFF CHANGED 6070 	_E4FE1D78722C5FB1	iczjr_3	Bague Zoraï de Qlt Haute	une	la	Bagues Zoraïs de Qlt Haute	des	les	
DIFF SWAP 6869 6071									
DIFF CHANGED 6071 	_69994A87D3E9AFE6	icokamm1bm_1	Masse Tekorn-Duk	une	la	Masses Tekorn-Duk	des	les	
DIFF SWAP 6508 6072									
DIFF CHANGED 6072 	_AC1AB4788D87CCCB	icokamm1bs_1	Bâton Tekorn-Duk	un	le	Bâtons Tekorn-Duk	des	les	
DIFF SWAP 6767 6073									
DIFF CHANGED 6073 	_669902955428AFDF	icokamm1pd_1	Dague Tekorn-Duk	une	la	Dagues Tekorn-Duk	des	les	
DIFF SWAP 6817 6074									
DIFF CHANGED 6074 	_28995E95CF98AFD5	icokamm1ps_1	Lance Tekorn-Duk	une	la	Lances Tekorn-Duk	des	les	
DIFF SWAP 6848 6075									
DIFF CHANGED 6075 	_6599069811E8AFD6	icokamm1sa_1	Hache Tekorn-Duk	une	la	Haches Tekorn-Duk	des	les	
DIFF SWAP 6680 6076									
DIFF CHANGED 6076 	_6CF393D8ECBC320C	icokamm1ss_1	Épée Tekorn-Duk	une	l'	Épées Tekorn-Duk	des	les	
DIFF SWAP 6459 6077									
DIFF CHANGED 6077 	_32C76F5274877DA9	icokamm2bm_1	Masse à 2M Tekorn-Duk	une	la	Masses à 2M Tekorn-Duk	des	les	
DIFF SWAP 6648 6078									
DIFF CHANGED 6078 	_04BC21A37476F0AE	icokamm2ms_1	Amplificateur Magique Maga-Duk	un	l'	Amplificateurs Magiques Maga-Duk	des	les	
DIFF SWAP 6669 6079									
DIFF CHANGED 6079 	_E919629594C9CFEB	icokamm2pp_1	Pique Tekorn-Duk	une	la	Piques Tekorn-Duk	des	les	
DIFF SWAP 6674 6080									
DIFF CHANGED 6080 	_32C71353B2367DA4	icokamm2sa_1	Hache à 2M Tekorn-Duk	une	la	Haches à 2M Tekorn-Duk	des	les	
DIFF SWAP 6610 6081									
DIFF CHANGED 6081 	_D468620A871360D0	icokamm2ss_1	Épée à 2M Tekorn-Duk	une	l'	Épées à 2M Tekorn-Duk	des	les	
DIFF SWAP 6915 6082									
DIFF CHANGED 6082 	_A006541C5CAAA1FC	icokamr1b_1	Pistolet-Arbalète Tekorn-Duk	un	le	Pistolets-Arbalète Tekorn-Duk	des	les	
DIFF SWAP 6686 6083									
DIFF CHANGED 6083 	_5686286DEC6DD7CF	icokamr1p_1	Pistolet Tekorn-Duk	un	le	Pistolets Tekorn-Duk	des	les	
DIFF SWAP 6809 6084									
DIFF CHANGED 6084 	_D40531AE9C5E9456	icokamr2a_1	Mitrailleuse Tekorn-Duk	une	la	Mitrailleuses Tekorn-Duk	des	les	
DIFF SWAP 6782 6085									
DIFF CHANGED 6085 	_DF15400BFD88B150	icokamr2b_1	Fusil-Arbalète Tekorn-Duk	un	le	Fusils-Arbalète Tekorn-Duk	des	les	
DIFF SWAP 6916 6086									
DIFF CHANGED 6086 	_DD941429F8C135BE	icokamr2l_1	Lance-Grenades Tekorn-Duk	un	le	Lances-Grenades Tekorn-Duk	des	les	
DIFF SWAP 6689 6087									
DIFF CHANGED 6087 	_73094F83B6955AB8	icokamr2r_1	Fusil Tekorn-Duk	un	le	Fusils Tekorn-Duk	des	les	
DIFF SWAP 6549 6088									
DIFF CHANGED 6088 	_6AA573DA46F724C6	icokamtammo_1	Outil de création de munitions Armilo-Duk	un	l'	Outils de création de munitions Armilo-Duk	des	les	
DIFF SWAP 6652 6089									
DIFF CHANGED 6089 	_3CDA102BD423AF2F	icokamtarmor_1	Outil de création d'armures Armilo-Duk	un	l'	Outils de création d'armures Armilo-Duk	des	les	
DIFF SWAP 6831 6090									
DIFF CHANGED 6090 	_F927251819F17E69	icokamtjewel_1	Outil de création de bijoux Armilo-Duk	un	l'	Outils de création de bijoux Armilo-Duk	des	les	
DIFF SWAP 6834 6091									
DIFF CHANGED 6091 	_3816C182AB59C853	icokamtmwea_1	Outil de création d'armes de mêlée Armilo-Duk	un	l'	Outils de création d'armes de mêlée Armilo-Duk	des	les	
DIFF SWAP 6850 6092									
DIFF CHANGED 6092 	_9B034C529B2FC2F6	icokamtrwea_1	Outil de création d'armes de tir Armilo-Duk	un	l'	Outils de création d'armes de tir Armilo-Duk	des	les	
DIFF SWAP 6903 6093									
DIFF CHANGED 6093 	_0C2B4DDFC80B450D	icokamtforage_1	Pioche de forage Greslin-Duk	une	la	Pioches de forage Greslin-Duk	des	les	
DIFF SWAP 6621 6094									
DIFF CHANGED 6094 	_28494A8991F873D0	icokamm1bm_2	Masse Vedice-Duk	une	la	Masses Vedice-Duk	des	les	
DIFF SWAP 6509 6095									
DIFF CHANGED 6095 	_28DA9878CB96B4BB	icokamm1bs_2	Bâton Vedice-Duk	un	le	Bâtons Vedice-Duk	des	les	
