DIFF_CMD	*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
DIFF CHANGED 3738 	_5B54F0E7F9C67FEF	bcbmea02_2	Plan de Création/Pique des Kitiniers	un	le				Plan de Création/Pique des Kitiniers	
DIFF CHANGED 3739 	_3E4909A2E4F40228	bcbmea02_3	Plan de Création/Pique des Dryades	un	le				Plan de Création/Pique des Dryades	
DIFF CHANGED 3740 	_564F37256E6676B3	bcbmea03	Plan de Création/Massue à 2M des Tuteurs	un	le				Plan de Création/Massue à 2M des Tuteurs	
DIFF CHANGED 3741 	_88C752B6A9B1AA0C	bcbmea03_2	Plan de Création/Massue à 2M des Recycleurs	un	le				Plan de Création/Massue à 2M des Recycleurs	
DIFF CHANGED 3742 	_9AA547822E3AB7A2	bcbmea04	Plan de Création/Epée à 2M des Sculpteurs de Vase	un	le				Plan de Création/Epée à 2M des Sculpteurs de Vase	
DIFF CHANGED 3743 	_D8BD3BC7EF4300D7	bcbmea04_2	Plan de Création/Epée à 2M des Embourbés	un	le				Plan de Création/Epée à 2M des Embourbés	
DIFF CHANGED 3744 	_C02EDEC6E74F6587	bcbmea05	Plan de Création/Hache des Taxeurs	un	le				Plan de Création/Hache des Taxeurs	
DIFF CHANGED 3745 	_D754B8DFB6A447C5	bcbmea05_2	Plan de Création/Hache des Renegades	un	le				Plan de Création/Hache des Renegades	
DIFF CHANGED 3746 	_AACCE8D92227F91B	bcbmea05_3	Plan de Création/Hache des Fraiders	un	le				Plan de Création/Hache des Fraiders	
DIFF CHANGED 3747 	_4B6ACF820ED366CA	bcbmea06	Plan de Création/Dague des Corsaires	un	le				Plan de Création/Dague des Corsaires	
DIFF CHANGED 3748 	_D954E8FFF6261FCD	bcbmea06_2	Plan de Création/Dague des Illuminés	un	le				Plan de Création/Dague des Illuminés	
DIFF CHANGED 3749 	_3B840DABDB64754A	bcbmea06_3	Plan de Création/Dague des Cuzans	un	le				Plan de Création/Dague des Cuzans	
DIFF CHANGED 3750 	_EE1F98F9077241CA	bcbmea07	Plan de Création/Lance des Amazones	un	le				Plan de Création/Lance des Amazones	
DIFF CHANGED 3751 	_BAC9F1AAA74206FD	bcbmea07_2	Plan de Création/Lance des Matisec	un	le				Plan de Création/Lance des Matisec	
DIFF CHANGED 3752 	_EA0094FA44A04114	bcbmea07_3	Plan de Création/Lance des Esclaves de la sève	un	le				Plan de Création/Lance des Esclaves de la sève	
DIFF CHANGED 3753 	_2693C1EE34B192E5	bcbmea08	Plan de Création/Massue des Zokamis	un	le				Plan de Création/Massue des Zokamis	
DIFF CHANGED 3754 	_E98B15A790215E29	bcbmea08_2	Plan de Création/Massue du Cercle noir	un	le				Plan de Création/Massue du Cercle noir	
DIFF CHANGED 3755 	_71DEA8E694857946	bcbmea08_3	Plan de Création/Massue des Gibads	un	le				Plan de Création/Massue des Gibads	
DIFF CHANGED 3756 	_DB628D381E72EB3C	bcbmea09	Plan de Création/Bâton de l'Arbre éternel	un	le				Plan de Création/Bâton de l'Arbre éternel	
DIFF CHANGED 3757 	_E60E13861ED58D63	bcbmea09_2	Plan de Création/Bâton des Sèves sèches	un	le				Plan de Création/Bâton des Sèves sèches	
DIFF CHANGED 3758 	_0BD81ED58BB0A91B	bcbmea09_3	Plan de Création/Bâton des Maîtres de la goo	un	le				Plan de Création/Bâton des Maîtres de la goo	
DIFF CHANGED 3759 	_46A1F63E9EC835CC	bcbmea10	Plan de Création/Epée des Contrebandiers	un	le				Plan de Création/Epée des Contrebandiers	
DIFF CHANGED 3760 	_78068B9DB857FA73	bcbmea10_2	Plan de Création/Epée des Mercenaires écarlates	un	le				Plan de Création/Epée des Mercenaires écarlates	
DIFF CHANGED 3761 	_48314EAC0405DC4D	bcbmea10_3	Plan de Création/Epée des Frères de la lagune	un	le				Plan de Création/Epée des Frères de la lagune	
DIFF CHANGED 3762 	_7C3E55C696FAEA8E	bcbrea01	Plan de Création/Mitrailleuse des Façonneurs nocturnes	un	le				Plan de Création/Mitrailleuse des Façonneurs nocturnes	
DIFF CHANGED 3763 	_277A02C90524B335	bcbrea01_2	Plan de Création/Mitrailleuse des Sauvages	un	le				Plan de Création/Mitrailleuse des Sauvages	
DIFF CHANGED 3764 	_270A0EE6C2F4772E	bcbrea01_3	Plan de Création/Mitrailleuse des Sanguins	un	le				Plan de Création/Mitrailleuse des Sanguins	
DIFF CHANGED 3765 	_9CE87F3E98912C19	bcbrea02	Plan de Création/Fusil-Arbalète des Frères des plantes 	un	le				Plan de Création/Fusil-Arbalète des Frères des plantes 	
DIFF CHANGED 3766 	_6B1EC524144C6EB1	bcbrea02_2	Plan de Création/Fusil-Arbalète des Antekamis	un	le				Plan de Création/Fusil-Arbalète des Antekamis	
DIFF CHANGED 3767 	_4682E4D371DC9755	bcbrea02_3	Plan de Création/Fusil-Arbalète des Mémoires	un	le				Plan de Création/Fusil-Arbalète des Mémoires	
DIFF CHANGED 3768 	_64294F7B3B408E09	bcbrea03	Plan de Création/Lance-Grenades des Chasseurs de frahars	un	le				Plan de Création/Lance-Grenades des Chasseurs de frahars	
DIFF CHANGED 3769 	_CA5A30F1614EC75B	bcbrea03_2	Plan de Création/Lance-Grenades des Sans loi	un	le				Plan de Création/Lance-Grenades des Sans loi	
DIFF CHANGED 3770 	_CEB469ED2E9D2EBC	bcbrea04	Plan de Création/Pistolet des Bagnards	un	le				Plan de Création/Pistolet des Bagnards	
DIFF CHANGED 3771 	_618F09C55FCA56A8	bcbrea04_2	Plan de Création/Pistolet des Matisagoo	un	le				Plan de Création/Pistolet des Matisagoo	
DIFF CHANGED 3772 	_5C25FAED5110476D	bcbrea04_3	Plan de Création/Pistolet des Esclavagistes	un	le				Plan de Création/Pistolet des Esclavagistes	
DIFF CHANGED 3773 	_161436F364108EED	bcbrea05	Plan de Création/Pistolet-Arbalète des Marchands associés	un	le				Plan de Création/Pistolet-Arbalète des Marchands associés	
DIFF CHANGED 3774 	_9163A328875155CD	bcbrea05_2	Plan de Création/Pistolet-Arbalète des Chlorogoos	un	le				Plan de Création/Pistolet-Arbalète des Chlorogoos	
DIFF CHANGED 3775 	_8FF38B1C07021DC6	bcbrea05_3	Plan de Création/Pistolet-Arbalète des Cancrelats	un	le				Plan de Création/Pistolet-Arbalète des Cancrelats	
DIFF CHANGED 3776 	_8A46A945ACF60D3E	bcbrea06	Plan de Création/Fusil des Trafiquants des ombres	un	le				Plan de Création/Fusil des Trafiquants des ombres	
DIFF CHANGED 3777 	_A80614EAA1206098	bcbrea06_2	Plan de Création/Fusil de la Kuilde	un	le				Plan de Création/Fusil de la Kuilde	
DIFF CHANGED 3778 	_DADEE56592D54CFE	bcbrea06_3	Plan de Création/Fusil des Saigneurs de racines	un	le				Plan de Création/Fusil des Saigneurs de racines	
DIFF CHANGED 3779 	_703DCA71DBD9BE62	bcbsea01	Plan de Création/Rondache des Iconodoules	un	le				Plan de Création/Rondache des Iconodoules	
DIFF CHANGED 3780 	_9140E03F66C6A54F	bcbsea01_2	Plan de Création/Rondache des Déferlants	un	le				Plan de Création/Rondache des Déferlants	
DIFF CHANGED 3781 	_B981818AFC8DBE7B	bcbsea01_3	Plan de Création/Rondache des Écorchés	un	le				Plan de Création/Rondache des Écorchés	
DIFF CHANGED 3782 	_315FF249C211DF28	bcbsea02	Plan de Création/Bouclier des Dresseurs d'eau	un	le				Plan de Création/Bouclier des Dresseurs d'eau	
DIFF CHANGED 3783 	_66E47A1903927943	bcbsea02_2	Plan de Création/Bouclier des Pyromanciennes	un	le				Plan de Création/Bouclier des Pyromanciennes	
DIFF CHANGED 3784 	_91B1423EA637034E	bcbsea02_3	Plan de Création/Bouclier des Puisatiers	un	le				Plan de Création/Bouclier des Puisatiers	
DIFF CHANGED 3785 	_E42CE30D32E720DC	bepa01	Déclencheur d'enchantement	un	le	Déclencheurs d'enchantement	des	les	Permet d'utiliser l'enchantement contenu dans un objet	
DIFF CHANGED 3786 	_6C75D49EEBD78E4D	bapa03	Monter						Monter un animal	
DIFF CHANGED 3787 	_B13029C91EC344E7	bapa04	Descendre						Descendre de sa monture	
DIFF CHANGED 3788 	_DD7E29236B8E606C	bckammi_ep2_large_bark_splinter	Grand Éclat d'Écorce	un	le	Grands Éclats d'Écorce	des	les	Plan de Création/Grand Éclat d'Écorce	
DIFF CHANGED 3789 	_1D8C1E018985DE05	bckammi_ep2_large_fibers	Grosse Poignée de Fibres	une	la	Grandes Poignées de Fibres	des	les	Plan de Création/Grosse Poignée de Fibres	
DIFF CHANGED 3790 	_D170EDEC2AA560EE	bckammi_ep2_large_root_piece	Grand Morceau de Racine	une	le	Grands Morceaux de Racines	des	les	Plan de Création/Grand Morceau de Racine	
DIFF CHANGED 3791 	_1F3110A6CFFDB5BE	bckammi_ep2_large_trunk	Longue Partie de Tronc	une	la	Longues Parties de Troncs	des	les	Plan de Création/Longue Partie de Tronc	
DIFF CHANGED 3792 	_C3EDFD20481F7B06	bckammi_ep2_maj_maduk_core	Pièce Majeure du Noyau de Ma-Duk	une	la	Pièces Majeures du Noyau de Ma-Duk	des	les	Plan de Création/Pièce Majeure du Noyau de Ma-Duk	
DIFF CHANGED 3793 	_24BA0FC8A8258E71	bckammi_ep2_maj_symbol_part	Pièce Majeure du Symbole	une	la	Pièces Majeures du Symbole	des	les	Plan de Création/Pièce Majeure du Symbole	
DIFF CHANGED 3794 	_F37C88BE02BAEB99	bckammi_ep2_min_maduk_core	Pièce Mineure du Noyau de Ma-Duk	une	la	Pièces Mineures du Symbole	des	les	Plan de Création/Pièce Mineure du Noyau de Ma-Duk	
DIFF CHANGED 3795 	_253A2FD8A865AE71	bckammi_ep2_min_symbol_part	Pièce Mineure du Symbole	une	la	Pièces Mineures du Symbole	des	les	Plan de Création/Pièce Mineure du Symbole	
DIFF CHANGED 3796 	_260556D6A4279558	bckammi_ep2_small_bark_splinter	Petit Éclat d'Écorce	une	le	Petits Éclats d'Écorces	des	les	Plan de Création/Petit Éclat d'Écorce	
DIFF CHANGED 3797 	_9BED02114D34320D	bckammi_ep2_small_fibers	Petite Poignée de Fibres	une	la	Petites Poignées de Fibres	des	les	Plan de Création/Petite Poignée de Fibres	
DIFF CHANGED 3798 	_4CBC1F5DDCF5FD75	bckammi_ep2_small_root_piece	Petit Morceau de Racine	un	le	Petits Morceaux de Racines	des	les	Plan de Création/Petit Morceau de Racine	
DIFF CHANGED 3799 	_DFC22CADCECC3DD3	bckammi_ep2_small_trunk	Courte Partie de Tronc	une	la	Courtes Parties de Troncs	des	les	Plan de Création/Courte Partie de Tronc	
DIFF CHANGED 3800 	_8E26CDDA81FDE74A	bckammi_ep2_large_moss_patch	Grande Plaque de Mousse	une	la	Grandes Plaques de Mousse	des	les	Plan de Création/Grande Plaque de Mousse	
DIFF CHANGED 3801 	_25ABE34FC06EC444	bckammi_ep2_small_bud	Petit Bourgeon d'Ornement	un	le	Petits Bourgeons d'Ornement	des	les	Plan de Création/Petit Bourgeon d'Ornement	
DIFF CHANGED 3802 	_5F786AA6E2B1BE2C	bckammi_ep2_small_moss_patch	Petite Plaque de Mousse	une	la	Petites Plaque de Mousse	des	les	Plan de Création/Petite Plaque de Mousse	
DIFF CHANGED 3803 	_601AA33DFA1E3821	bckammi_ep2_large_bud	Grand Bourgeon d'Ornement	un	le	Grands Bourgeons D'ornement	des	les	Plan de Création/Grand Bourgeon d'Ornement	
DIFF CHANGED 3804 	_B516991A2072E477	bckarmi_ep2_high_brick	Brique Supérieure de Muraille	une	la	Briques Supérieures de Muraille	des	les	Plan de Création/Brique Supérieure de Muraille	
DIFF CHANGED 3805 	_8AFC5E948EEA2C8A	bckarmi_ep2_large_conglomerate	Grand Conglomérat de Comble	un	le	Grands Conglomérats de Comble	des	les	Plan de Création/Grand Conglomérat de Comble	
DIFF CHANGED 3806 	_D2B5AC4FE594CC69	bckarmi_ep2_low_brick	Brique Inférieure de Muraille	une	la	Briques Inférieures de Muraille	des	les	Plan de Création/Brique Inférieure de Muraille	
DIFF CHANGED 3807 	_DD9F9BE75A1B0BF5	bckarmi_ep2_maj_column	Pièce Majeure de Colonne	une	la	Pièces Majeures de Colonnes	des	les	Plan de Création/Pièce Majeure de Colonne	
DIFF CHANGED 3808 	_C15353B3513D6DC9	bckarmi_ep2_maj_justice_column	Pièce Majeure de Colonne de Justice	une	la	Pièces Majeures de Colonne de Justice	des	les	Plan de Création/Pièce Majeure de Colonne de Justice	
DIFF CHANGED 3809 	_A4E7F3FDA9A370D6	bckarmi_ep2_maj_ornament	Pièce Majeure d'Ornement	une	la	Pièces Majeures d'Ornement	des	les	Plan de Création/Pièce Majeure d'Ornement	
DIFF CHANGED 3810 	_B6D6D54EC945007D	bckarmi_ep2_large_patch_cover	Plaque Majeure de Revêtement	une	la	Plaque Majeures de Revêtement	des	les	Plan de Création/Plaque Majeure de Revêtement	
DIFF CHANGED 3811 	_CBD63D63DB9959C0	bckarmi_ep2_maj_pedestal	Pièce Majeure de Socle	une	la	Pièces Majeures de Socle	des	les	Plan de Création/Pièce Majeure de Socle	
DIFF CHANGED 3812 	_0181C2E35D141842	bckarmi_ep2_maj_statue_part	Partie Majeure de Statue	une	la	Parties Majeures de Statue	des	les	Plan de Création/Partie Majeure de Statue	
DIFF CHANGED 3813 	_12326D112CAE9EC4	bckarmi_ep2_min_column	Pièce Mineure de Colonne	une	la	Pièces Majeures de Colonne	des	les	Plan de Création/Pièce Mineure de Colonne	
DIFF CHANGED 3814 	_C19373B3523DADC9	bckarmi_ep2_min_justice_column	Pièce Mineure de Colonne de Justice	une	la	Pièces Mineures de Colonne de Justice	des	les	Plan de Création/Pièce Mineure de Colonne de Justice	
DIFF CHANGED 3815 	_A4E7F301AB63D0D6	bckarmi_ep2_min_ornament	Pièce Mineure d'Ornement	une	la	Pièces Mineures d'Ornement	des	les	Plan de Création/Pièce Mineure d'Ornement	
DIFF CHANGED 3816 	_AADB1AE3B4E393A8	bckarmi_ep2_small_patch_cover	Plaque Mineure de Revêtement	une	la	Plaques Mineures de Revêtement	des	les	Plan de Création/Plaque Mineure de Revêtement	
DIFF CHANGED 3817 	_CD165D67DDD979C4	bckarmi_ep2_min_pedestal	Pièce Mineure de Socle	une	la	Pièces Mineures de Socle	des	les	Plan de Création/Pièce Mineure de Socle	
DIFF CHANGED 3818 	_030102E35D543846	bckarmi_ep2_min_statue_part	Partie Mineure de Statue	une	la	Parties Mineures de Statue	des	les	Plan de Création/Partie Mineure de Statue	
DIFF CHANGED 3819 	_4F2CAEA95299C08C	bckarmi_ep2_small_conglomerate	Petit Conglomérat de Comble	un	le	Petits Conglomérats de Comble	des	les	Plan de Création/Petit Conglomérat de Comble	
DIFF CHANGED 3820 	_07F818949F8A3A61	bcpa28	Construction Kami	une	la	Constructions Kami	des	les	Stanza de plan de base de création pour constructions kami	
DIFF CHANGED 3821 	_52ABD2641B16066C	bcpa29	Construction Karavan	une	la	Constructions Karavan	des	les	Stanza de plan de base de création pour constructions karavan	
DIFF CHANGED 3822 	_13D4DC94B92B1E5A	bckarbca01	Construction Karavan 01	une	la	Constructions Karavan 01	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 01 - Qualité : $cr_recommended
DIFF CHANGED 3823 	_13D4E096B92B225A	bckarbca02	Construction Karavan 02	une	la	Constructions Karavan 02	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 02 - Qualité : $cr_recommended
DIFF CHANGED 3824 	_13D4E498B92B265A	bckarbca03	Construction Karavan 03	une	la	Constructions Karavan 03	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 03 - Qualité : $cr_recommended
DIFF CHANGED 3825 	_13D4E89AB92B2A5A	bckarbca04	Construction Karavan 04	une	la	Constructions Karavan 04	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 04 - Qualité : $cr_recommended
DIFF CHANGED 3826 	_13D4EC9CB92B2E5A	bckarbca05	Construction Karavan 05	une	la	Constructions Karavan 05	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 05 - Qualité : $cr_recommended
DIFF CHANGED 3827 	_13D4F09EB92B325A	bckarbca06	Construction Karavan 06	une	la	Constructions Karavan 06	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 06 - Qualité : $cr_recommended
DIFF CHANGED 3828 	_13D4F4A0B92B365A	bckarbca07	Construction Karavan 07	une	la	Constructions Karavan 07	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 07 - Qualité : $cr_recommended
DIFF CHANGED 3829 	_13D4F8A2B92B3A5A	bckarbca08	Construction Karavan 08	une	la	Constructions Karavan 08	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 08 - Qualité : $cr_recommended
DIFF CHANGED 3830 	_13D4FCA4B92B3E5A	bckarbca09	Construction Karavan 09	une	la	Constructions Karavan 09	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 09 - Qualité : $cr_recommended
DIFF CHANGED 3831 	_13D4D893392B1A5B	bckarbca10	Construction Karavan 10	une	la	Constructions Karavan 10	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 10 - Qualité : $cr_recommended
DIFF CHANGED 3832 	_13D4DC95392B1E5B	bckarbca11	Construction Karavan 11	une	la	Constructions Karavan 11	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 11 - Qualité : $cr_recommended
DIFF CHANGED 3833 	_13D4E097392B225B	bckarbca12	Construction Karavan 12	une	la	Constructions Karavan 12	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 12 - Qualité : $cr_recommended
DIFF CHANGED 3834 	_13D4E499392B265B	bckarbca13	Construction Karavan 13	une	la	Constructions Karavan 13	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 13 - Qualité : $cr_recommended
DIFF CHANGED 3835 	_13D4E89B392B2A5B	bckarbca14	Construction Karavan 14	une	la	Constructions Karavan 14	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 14 - Qualité : $cr_recommended
DIFF CHANGED 3836 	_13D4EC9D392B2E5B	bckarbca15	Construction Karavan 15	une	la	Constructions Karavan 15	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 15 - Qualité : $cr_recommended
DIFF CHANGED 3837 	_13D4F09F392B325B	bckarbca16	Construction Karavan 16	une	la	Constructions Karavan 16	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 16 - Qualité : $cr_recommended
DIFF CHANGED 3838 	_13D4F4A1392B365B	bckarbca17	Construction Karavan 17	une	la	Constructions Karavan 17	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 17 - Qualité : $cr_recommended
DIFF CHANGED 3839 	_13D4F8A3392B3A5B	bckarbca18	Construction Karavan 18	une	la	Constructions Karavan 18	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 18 - Qualité : $cr_recommended
DIFF CHANGED 3840 	_13D4FCA5392B3E5B	bckarbca19	Construction Karavan 19	une	la	Constructions Karavan 19	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 19 - Qualité : $cr_recommended
DIFF CHANGED 3841 	_13D4D894B92B1A5C	bckarbca20	Construction Karavan 20	une	la	Constructions Karavan 20	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 20 - Qualité : $cr_recommended
DIFF CHANGED 3842 	_13D4DC96B92B1E5C	bckarbca21	Construction Karavan 21	une	la	Constructions Karavan 21	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 21 - Qualité : $cr_recommended
DIFF CHANGED 3843 	_13D4E098B92B225C	bckarbca22	Construction Karavan 22	une	la	Constructions Karavan 22	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 22 - Qualité : $cr_recommended
DIFF CHANGED 3844 	_13D4E49AB92B265C	bckarbca23	Construction Karavan 23	une	la	Constructions Karavan 23	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 23 - Qualité : $cr_recommended
DIFF CHANGED 3845 	_13D4E89CB92B2A5C	bckarbca24	Construction Karavan 24	une	la	Constructions Karavan 24	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 24 - Qualité : $cr_recommended
DIFF CHANGED 3846 	_13D4EC9EB92B2E5C	bckarbca25	Construction Karavan 25	une	la	Constructions Karavan 25	des	les	Vous permet de fabriquer des constructions karavan de qualité $cr_recommended.	Construction Karavan 25 - Qualité : $cr_recommended
DIFF CHANGED 3847 	_372CBB14BF578ED6	bckambca01	Construction Kami 01	une	la	Constructions Kami 01	des	les	Vous permet de fabriquer des constructions kami de qualité $cr_recommended.	Construction Kami 01 - Qualité : $cr_recommended
DIFF CHANGED 3848 	_372CBF14FF5792D7	bckambca02	Construction Kami 02	une	la	Constructions Kami 02	des	les	Vous permet de fabriquer des constructions kami de qualité $cr_recommended.	Construction Kami 02 - Qualité : $cr_recommended
DIFF CHANGED 3849 	_372CC3143F5796D8	bckambca03	Construction Kami 03	une	la	Constructions Kami 03	des	les	Vous permet de fabriquer des constructions kami de qualité $cr_recommended.	Construction Kami 03 - Qualité : $cr_recommended
DIFF CHANGED 3850 	_372CC71480579AD9	bckambca04	Construction Kami 04	une	la	Constructions Kami 04	des	les	Vous permet de fabriquer des constructions kami de qualité $cr_recommended.	Construction Kami 04 - Qualité : $cr_recommended
