// HASH_VALUE 48835A17757D34E5
// INDEX 0
abandon_mission	[&TSK&Вы прервали выполнение задания.]
r_12_18_p_bc_brief_1	[Значит, $giver$ прислал тебя, чтоюбы помочь мне? Я рад, что ты здесь, не думаю, что я долго продержался бы в компании этих тупоголовых идиотов...{break}Они отказываются пропустить меня пока я не уплачу какой-то выдуманный налог и единственный способ исправить ситуацию - убедить вождя племени в том, что произошла ошибка. Если это удастся, мы сможем покинуть это проклятое Ками место.]

// HASH_VALUE 21CE9D769AA69D33
// INDEX 6893
r_12_18_p_bc_debrief_1	[Ага, вот вы где! И товары при вас! Я вижу, что тебе пришлось как следует потрудиться для того, чтобы восстановить мир и порядок, $self$. Ты вполне заслужил огромный глоток этого напитка. Как только ты пригубишь его, ты сразу почувствуешь, как все твое тело наполняется энергией, это лучше, чем бани в Пайре, не так ли?!{break}Помимо этого я дам тебе янтарный куб - он хранит забавную историю, которая призывает беречь и укреплять связь между народами Атиса, установившуюся в древние времена.]

// HASH_VALUE 2C78F5BFA3848E9F
// INDEX 6894
r_12_18_p_bc_expl_tribe_chief_1	[Это отличная новость, приятель! Становилось жарковато...]

// HASH_VALUE 6A07E67FB3399E7A
// INDEX 6895
r_12_18_p_bc_expl_tribe_chief_2	[Мы сделаем все, чтобы больше не испытывать их терпение. Спасибо за помощь, ты можешь идти как только пожелаешь.]

// HASH_VALUE 9C791FC466FBE321
// INDEX 6896
r_12_18_p_bc_expl_zorai_1	[Нам удалось успокоить гнев Ками, теперь они оставят вас в покое.]

// HASH_VALUE DEFB8FEF93B7967F
// INDEX 6897
r_12_18_p_bc_expl_zorai_2	[Итак, для того, чтобы в будущем избежать осложнений, я советую вам не злоупотреблять природными богатствами Атиса, в противном случае Ками вернутся снова.]

// HASH_VALUE 7AEE1C22DE18C279
// INDEX 6898
r_12_18_p_bc_go_kami_1	[Хмм, если это заставит их понять, что я не собираюсь создавать помехи для их торговых операций, можно попробовать этот способ. Пойдем и поговорим с Ками.]
