// HASH_VALUE 7C0DD08E0B74B048
// INDEX 0
abandon_mission	[&TSK&Vous avez abandonné une mission.]
r_06_09_answ_5b	[Rien du tout...]

// HASH_VALUE 61BC7048B8239D41
// INDEX 6487
r_06_09_ask_report	[Ah, te voilà enfin ! J'espère que $givertask$ n'a pas été trop... enfin tu vois... Montre-moi donc ce rapport, je suis impatiente d'en prendre connaissance !]

// HASH_VALUE B125ED5CC1763959
// INDEX 6488
r_06_09_dont_lie	[Quelque chose dans ton regard me dit que tu mens ! Retourne donc chercher des kizoars dans la kitinière et reviens me dire s'ils sont eux aussi devenus agressifs !]

// HASH_VALUE EBDD758FCE41884E
// INDEX 6489
r_06_09_dyn_chat_2	[*Fait un mouvement de recul et se met à crier* Ahhh ! Jena ! A l'aide !!! $givervar$ m'envoie un kitin pour qu'il me dévore ! *Hurlant de plus belle* A l'aide ! Au secours !]

// HASH_VALUE 2E70F5C80353ECE9
// INDEX 6490
r_06_09_dyn_chat_3	[Ah, ah bon... Hem... *Se calme avant de toiser $player$* Bien, dans ce cas, je me présente : je m'appelle $givertask$ et je suis le plus grand, le plus illustre des spécialistes des Kizoars ! Et je suppose que vous venez apprendre une parcelle de mon immense savoir en ce domaine ? Dites-moi, que savez-vous sur les kizoars ?]

// HASH_VALUE EB25BFB5B58D0844
// INDEX 6491
r_06_09_dyn_chat_5	[J'aurais dû m'en douter... Bon, nous allons essayer de réparer ça ! Aimez-vous voyager, $player$ ? Parce que je vais devoir vous envoyer un peu partout dans le monde pour acquérir ces nouvelles connaissances ! Le kizoar est un migrateur, alors migrateur vous devrez devenir...{break}Vous verrez, c'est simple. Je vais vous confier 5 missions, une par continent. Pour chaque mission vous devrez vous rendre aux 6 positions indiquées sur la carte que je vous donnerai.\n
	A chaque fois, vous trouverez un ou plusieurs kizoars. Observez-les bien. De temps à autres, vous en trouverez un qui attirera votre attention. Ce sont ces kizoars particuliers que vous devrez tuer. Basez-vous sur un kizoar à tuer par continent, ça me semble une estimation correcte. {break} Vous avez bien compris jusqu'ici ?]

// HASH_VALUE CE4C0BEC0058E2E2
// INDEX 6492
r_06_09_dyn_chat_6	[Il vous faut tuer un kizoar particulier : un kizoar contaminé par la goo. Mais attention, il n'est jamais au même endroit ! Cependant, il préfère certaines zones, celles qui sont mentionnées sur les cartes. A chaque fois, pour prouver vos exploits, vous devrez récupérer une aile de ce kizoar-là et me les apporter toutes les 5 quand vous aurez tout fini. Visitez les régions dans l'ordre que vous voulez.]

// HASH_VALUE 9D51EF088F453896
// INDEX 6493
r_06_09_finish	[C'est très inquiétant... Il va falloir observer tout cela et comprendre comment des kizoars à goo ont pu apparaître ainsi ! Il ne faudrait pas qu'une épidémie s'installe !]

// HASH_VALUE C51BFC771924C7AC
// INDEX 6494
r_06_09_fyros_desc	[Etudier les kizoars du desert.]

// HASH_VALUE FFA6DC3CEF96AC53
// INDEX 6495
r_06_09_fyros_title	[Les kizoars chez les fyros.]

// HASH_VALUE FD85F8FF7500E2ED
// INDEX 6496
r_06_09_give_me_phials	[*Mouvement de recul* Ahhh ! Jena, à l'aide ! Pitié, Ser Kizoar... Pitié !\n
	*Reprend ses esprits* Oh, c'est vous, $player$ ? Je vois que vous avez les ailes ! Parfait... C'est parfait ! Donnez-les moi !]

// HASH_VALUE 26404A8B169A682B
// INDEX 6497
r_06_09_have_report_action	[Me revoilà ! J'ai appris quelque chose d'intéressant sur les kizoars.]

// HASH_VALUE 394940038F2DC6D3
// INDEX 6498
r_06_09_intro	[Oren Pyr ! Entends-tu le bourdonnement des kizoars au loin ? Les kizoars m'intriguent, j'aimerais en apprendre plus sur eux... Je connais un homin qui est devenu spécialiste de cette race, il devait m'enseigner ses connaissances d'ailleurs. Mais pour cela, il faudrait que je parte d'ici et pour l'instant, je ne peux pas. Veux-tu m'aider, homine ? Va voir $givertask$, le spécialiste des kizoars, et offre-lui tes services ! Apprends pour moi puis reviens me faire ton rapport ! Par contre, attention, $givertask$ est assez... hum, tu verras bien...]

// HASH_VALUE EB4EC43451D9F7ED
// INDEX 6499
r_06_09_intro_givertask	[*Sursaute* Hum ? Oui, c'est pour quoi ?]

// HASH_VALUE 1BC82F1F237C626B
// INDEX 6500
r_06_09_i_dont_have_finished	[Qu'est-ce que je dois faire, déjà ?]

// HASH_VALUE 25A6F802312073D4
// INDEX 6501
r_06_09_i_have_finished	[Oui, c'était vraiment trop facile ! Par contre, j'ai une mauvaise nouvelle : certains kizoars sont devenus agressifs !]

// HASH_VALUE 042BAF7389177AAA
// INDEX 6502
r_06_09_matis_desc	[Etudier les kizoars de la forêt.]

// HASH_VALUE FFA6DC367015C853
// INDEX 6503
r_06_09_matis_title	[Les kizoars chez les matis.]

// HASH_VALUE B8628B8608D26790
// INDEX 6504
r_06_09_mis_desc	[L'étude des kizoars.]

// HASH_VALUE 764C986449BCA883
// INDEX 6505
r_06_09_mis_title	[Les kizoars.]

// HASH_VALUE D5CA7AE0C39B75D9
// INDEX 6506
r_06_09_move_to_kl	[Encore là ?! Mais dépêche-toi donc un peu !]

// HASH_VALUE D5A1323B8B355BB4
// INDEX 6507
r_06_09_no_i_cant	[Et bien c'est que, euh...]

// HASH_VALUE 1FF185E387E96902
// INDEX 6508
r_06_09_primes_desc	[Etudier les kizoars des primes racines.]

// HASH_VALUE 349BF092445B888A
// INDEX 6509
r_06_09_primes_title	[Les kizoars des profondeurs.]

// HASH_VALUE 46064029ACD46A0E
// INDEX 6510
r_06_09_read_report	[Merci ! *Le parcourt des yeux* Hum, hum, inquiétant... Je crois que je vais encore avoir besoin de toi.]

// HASH_VALUE 9F4DAC85DF586E6A
// INDEX 6511
r_06_09_return_kitinlair	[A présent, prenez ce rapport et donnez-le à $givervar$. Je suis certain que ça l'intéressera.]

// HASH_VALUE 231877891B8B76A4
// INDEX 6512
r_06_09_rite_finished_action	[Je suis de retour !]

// HASH_VALUE F0DACB6323755A6F
// INDEX 6513
r_06_09_so_what	[Alors, as-tu accompli ta mission ?]

// HASH_VALUE 4B75295AD245A1A1
// INDEX 6514
r_06_09_task_finished_action	[Me revoilà, j'ai les 5 ailes de kizoars contaminés par la goo !]

// HASH_VALUE 07E33B0592F316F9
// INDEX 6515
r_06_09_thanks	[Oui !]

// HASH_VALUE 05FBB47E484CE466
// INDEX 6516
r_06_09_tryker_desc	[Etudier les kizoars des lacs.]

// HASH_VALUE C8EBA438B37A481C
// INDEX 6517
r_06_09_tryker_title	[Les kizoars chez les trykers.]

// HASH_VALUE A3E5AD151309B189
// INDEX 6518
r_06_09_what_do_on_kl	[Vas donc observer les kizoars de la kitinière, ce qui arrive à certains continentaux ne me plaît guère. Reviens me voir après t'être assuré qu'ils n'agressent pas les homins, ceux-là.]

// HASH_VALUE 1D8B056A3ACF98EB
// INDEX 6519
r_06_09_what_do_you_wait	[Exercer ta mémoire déjà... *Soupire* Cherche des kizoars dans la kitinière et reviens me dire s'ils sont agressifs ou non. Et dépêche-toi donc ! Tu ne sauveras jamais le monde à ce rythme !]

// HASH_VALUE 34857F4108854743
// INDEX 6520
r_06_09_yes_i_can	[J'y vais de ce pas !]

// HASH_VALUE 866BAFA157966CA6
// INDEX 6521
r_06_09_zorai_desc	[Etudier les kizoars de la jungle.]

// HASH_VALUE FFA6B42EEFF5FC53
// INDEX 6522
r_06_09_zorai_title	[Les kizoars chez les zorai.]

// HASH_VALUE 2DD8D674D2EDE9F7
// INDEX 6523
r_06_13_mis_desc_1	[Suivez la route des pionniers et combattez les kitins.]

// HASH_VALUE D8660095C446F48D
// INDEX 6524
r_06_13_mis_title	[Sur les traces des pionniers]

// HASH_VALUE 486B70E20EC619D0
// INDEX 6525
r_06_13_o_visit_place_1	[Trouvez le gisement découvert par les pionniers, et identifiez la ressource]

// HASH_VALUE C6B868584D84CA51
// INDEX 6526
r_06_13_p_bc_debrief_1	[C'est bien cela !{break}Tu as montré la pugnacité propre aux Fyros, et tes talents de combattant sont dignes de ceux de tes pairs. Tu mérites de connaître l'une de nos techniques de combat. Reçois également ce cube d'ambre qui contient des informations sur nos ennemis jurés, les kitins.]

// HASH_VALUE 2BEA9FA15E8A75E6
// INDEX 6527
r_06_13_p_bc_giver_2	[C'est faux ! Soit tu n'as aucune mémoire, soit tu n'as pas accompli la mission que j'attendais de toi. Explore à nouveau la route des pionniers et tue un autre $creature_to_kill1$. J'attends !]

// HASH_VALUE FCAD80F304F833F4
// INDEX 6528
r_06_13_p_bc_npctalk1	[Oui, oui, oui, sans doute êtes-vous, comme mon défunt père, en quête de connaissance et de gloire. Je peux vous aider. J'ai moi-même accompli ce rite d'initiation.{break}Partez vers l'ouest. Au nord du grand lac se trouve un endroit découvert par les premiers pionniers. En creusant le sol, vous trouverez une ressource particulière. Vous devrez dire à $giver$ de quelle ressource il s'agit, soyez donc attentif lors de votre exploration. Ensuite, pour honorer ceux qui ont combattu les kitins, tuez $creature_to_kill1.ia$ $creature_to_kill1$.{break}Un dernier conseil : utilisez votre boussole, elle vous sera très utile pour trouver l'endroit dont je vous ai parlé. Bonne chance à vous.]

// HASH_VALUE D93F9D674CBC6881
// INDEX 6529
r_06_13_p_dc_answer1	[Les pionniers ont extrait $mp_false_1.ia$ $mp_false_1$ de cet endroit.]

// HASH_VALUE D93F9D674CBC6883
// INDEX 6530
r_06_13_p_dc_answer2	[Les pionniers ont extrait $mp_false_2.ia$ $mp_false_2$ de cet endroit.]

// HASH_VALUE 21E37663707123D9
// INDEX 6531
r_06_13_p_dc_answer3	[Les pionniers ont extrait $mp_right1.ia$ $mp_right1$ de cet endroit.]

// HASH_VALUE D93F9D674CBC6885
// INDEX 6532
r_06_13_p_dc_answer4	[Les pionniers ont extrait $mp_false_3.ia$ $mp_false_3$ de cet endroit.]

// HASH_VALUE A7A750D79CC033E3
// INDEX 6533
r_06_13_p_dc_answer5	[Les pionniers ont extrait $mp_false_4$ de cet endroit.]

// HASH_VALUE 796E1F64B2D9DE16
// INDEX 6534
r_06_13_p_dc_giver1	[Te voilà de retour ! Eh bien, dis-moi quelle matière première les pionniers ont-ils découvert au bout de leur route ?]

// HASH_VALUE 09D02C4E40A12015
// INDEX 6535
r_06_13_p_ldf_intro_1	[Sous le commandement de la régente Leanon, les premiers colons luttèrent contre les kitins qui hantaient le désert et établirent des routes vers les matières premières indispensables à la reconstruction de notre empire. En accomplissant un rite en la mémoire de ces pionniers, tu suivras leurs traces et rendra honneur à leur sacrifice et à leur détermination.{break}$npc_talk_1$ est la fille de l'un de ces valeureux homins, elle te dira où et comment tu peux prouver ton attachement aux Fyros. Reviens me voir lorsque tu estimeras ta mission accomplie. Que le feu du grand Dragon brûle dans tes veines !]

// HASH_VALUE EAB5BF3A55964A51
// INDEX 6536
r_06_13_p_t2_giver_3	[J'ai accompli le rite.]

// HASH_VALUE 5534D339DE9A0F80
// INDEX 6537
r_06_13_p_t2_npctalk_1	[Bonjour, $givervar$ m'envoie.]

// HASH_VALUE 6A73BB8ACB0E08A9
// INDEX 6538
r_06_14_mis_desc	[La carapace et certaines parties de la carcasse des Kitins sont très prisées par les Trykers pour fabriquer des armes. les artisans sont fortement demandeurs de ces ressources.]

// HASH_VALUE 061AD7182BB812E6
// INDEX 6539
r_06_14_mis_title	[La chasse aux kitins chez les Trykers]

// HASH_VALUE BC7CE8191C5C1BF4
// INDEX 6540
r_06_14_p_bc_debrief_1	[Tu as prouvé que tu savais t'imposer en tant que chasseur de Kitins, tu mérites donc que je t'enseigne notre technique de combat. Prends également ce cube d'ambre qui t'en apprendra plus sur les kitins de notre territoire.]

// HASH_VALUE E4190151D8551EA9
// INDEX 6541
r_06_14_p_intro_1	[Comme tu le sais, nous combattons les kitins afin de préserver notre habitat. En plus d'être de formidables adversaires, leurs carapaces d'une rare résistance sont très utiles à nos artisans. C'est en nous battant contre ces créatures que nous avons développé une technique de combat particulière qui nous permet d'alourdir nos frappes en contrepartie d'une usure accrue de nos armes. Si tu prouves ta valeur de chasseur de kitins, je t'apprendrais cette technique de combat tryker.]

// HASH_VALUE 05092D1D187E683F
// INDEX 6542
r_06_20_mis_desc	[Les Trafiquants des Ombres n'assurent plus leurs livraisons. Faites une enquête et résolvez le problème.]

// HASH_VALUE 8080B5561DE03981
// INDEX 6543
r_06_20_mis_title	[Tension avec les Trafiquants des Ombres]

// HASH_VALUE 6105983730F48346
// INDEX 6544
r_06_20_m_t2_chief_1	[Je viens vous aider.]

// HASH_VALUE CABE49A0F42AAC38
// INDEX 6545
r_06_20_m_t2_welcomer_1	[Comment vont les choses dans le coin ?]

// HASH_VALUE D1E103911D06BB80
// INDEX 6546
r_06_20_m_t2_welcomer_1a	[Est-ce qu'ils vont revenir ?]

// HASH_VALUE B58145A6AF266CCC
// INDEX 6547
r_06_20_o_ki_bigkitin_1_1	[Allez exterminer les kitins du cheptel.]

// HASH_VALUE 4390140018CC6485
// INDEX 6548
r_06_20_o_ki_raid_1_1	[Eradiquez le prochain assaut de kitins.]

// HASH_VALUE 603A70F4CB4C5B1A
// INDEX 6549
r_06_20_p_bc_brief_1	[Que Jena vous bénisse homin ! Nous avons été attaqués par des kitins et ils ne nous laisseront pas en paix tant que l'un d'entre nous respirera encore !...]

// HASH_VALUE CDAF3C98B89F3850
// INDEX 6550
r_06_20_p_bc_chief_1	[Mes homins sont terrifiés, certains de nos compagnons ne sont pas revenus de leurs livraisons... En plus, nous entendons des cris affreux à la nuit tombée, sans doute des pauvres victimes...{break}Plus personne n'ose s'aventurer en dehors du campement. Il se dit qu'il y a une horde de monstres horribles dressée pour attaquer notre tribu. Notre morale n'a jamais été aussi bas.{break}Si vous pouvez trouver ce que se cache derrière et me ramener la preuve que vous les avez tués, cela pourrait rassurer tout le monde et nous pourrions nous remettre au travail.{break}La dernière manifestation s'est produite dans l'un de nos quatre avant-postes plus à l'ouest, du côté du Havre de Pureté. Je vous recommande de prendre la piste à cet endroit.]

// HASH_VALUE 8893A916072D98FA
// INDEX 6551
r_06_20_p_bc_debrief_1	[Par l'esprit de Trykoth ! Je n'ai jamais vu de ma vie un kitin aussi gros que celui-là ! Il est bel et bien mort, mes compagnons peuvent se concentrer à nouveau sur leur travail.{break}La même chose s'est produite il y a bien longtemps sur les terres d'antan, vous savez. Je vais vous remettre un cube d'ambre qui vous racontera une histoire sur notre ennemi de toujours, ces terribles kitins.]

// HASH_VALUE 42E584142E0B02A9
// INDEX 6552
r_06_20_p_bc_toboss_1	[Nous vous remercions $self$ ! Vous nous avez sauvé des monstres. Mais ils vont revenir, sauf si vous tuez leur chef. Nous l'avons vu rôder autour du village plus au nord.]

// HASH_VALUE 8B4DFD6CD37B1809
// INDEX 6553
r_06_20_p_ldf_intro_1_m	[Nous n'avons pas reçu de livraison d'armes des Trafiquants des Ombres depuis plusieurs semaines. Il devient urgent de savoir quelles en sont les raisons. Allez parler à leurs chefs et essayez de rapporter les marchandises.{break}Faites attention, j'ai entendu dire qu'il y a de l'agitation dans l'air en ce moment. Mais je suis convaincu que vous en ressortirez plus fort que jamais si vous réussissez cette mission.]

// HASH_VALUE 20739181A0E7A8AF
// INDEX 6554
r_06_20_p_ldf_intro_1_f	[Nous n'avons pas reçu de livraison d'armes des Trafiquants des Ombres depuis plusieurs semaines. Il devient urgent de savoir quelles en sont les raisons. Allez parler à leurs chefs et essayez de rapporter les marchandises.{break}Faites attention, j'ai entendu dire qu'il y a de l'agitation dans l'air en ce moment. Mais je suis convaincu que vous en ressortirez plus forte que jamais si vous réussissez cette mission.]

// HASH_VALUE 46E131D4CD6B0BD7
// INDEX 6555
r_06_20_p_sm_noise_1	[Vous entendez au loin un bruit terrifiant.]

// HASH_VALUE E47318731AE0D29F
// INDEX 6556
r_07_04_mis_desc	[L'eau est une denrée rare dans le désert ardent. Les Kamis surveillent les oasis pour s'assurer qu'elles ne tarissent pas. Les Fyros leur font souvent des offrandes pour les remercier.]

// HASH_VALUE C38A906ADEA91FB6
// INDEX 6557
r_07_04_mis_title	[Les offrandes fyros aux Kamis]

// HASH_VALUE D9C2A707998076E6
// INDEX 6558
r_07_04_m_t2_next_1	[Amen !]

// HASH_VALUE 3084934A13289E3B
// INDEX 6559
r_07_04_m_t2_ritual_done_1	[Le rituel est terminé.]

// HASH_VALUE 5949A72A67774F6C
// INDEX 6560
r_07_04_o_es_adept_1	[Escorter $kami_adept_1_name$.]

// HASH_VALUE E5679184A2B448F3
// INDEX 6561
r_07_04_o_es_adept_2	[Escortez $kami_adept_1_name$ pour la suite du rituel]

// HASH_VALUE B9666921E61339F0
// INDEX 6562
r_07_04_o_es_adept_3	[Escortez $kami_adept_1_name$ pour la fin du rituel]

// HASH_VALUE 7B39575B72C7FA53
// INDEX 6563
r_07_04_o_vp_fetch	[Rassemblez :- $item_to_loot_quantity_1$ $item_to_loot_1$ de qualité $item_to_loot_quality_1$\n
	- $item_to_loot_quantity_2$ $item_to_loot_2$ de qualité $item_to_loot_quality_2$\n
	- $item_to_loot_quantity_3$ $item_to_loot_3$ de qualité $item_to_loot_quality_3$\n
	et donnez-les à $kami_adept_1_name$.]

// HASH_VALUE D7B95480599A8BDE
// INDEX 6564
r_07_04_p_bc_brief_1	[Bienvenue dans cette oasis, $player$. Ainsi c'est $giver$ qui vous envoie ? Bien, je vous attendais. Vous allez m'aider à réaliser le rituel des offrandes afin que l'eau qui nous entoure ne tarisse jamais.{break}Les plantes qui poussent malgré la chaleur du désert, les bêtes sauvages qui viennent s'abreuver, les artisans qui fabriquent des objets merveilleux... tout dépend de cette source d'eau. Tout sera réuni au cours de notre rituel.{break}Mais d'abord, laissez-moi voir si vous avez tous les objets dont nous avons besoin.]

// HASH_VALUE D60C5D169B5B0BC0
// INDEX 6565
r_07_04_p_bc_debrief_1_m	[Heureux est le Kami d'avoir un homin pour ami. Voici de la sève pour la magie.]

// HASH_VALUE 4BCC1BA5413AC4E4
// INDEX 6566
r_07_04_p_bc_debrief_1_f	[Heureux est le Kami d'avoir une homin pour amie. Voici de la sève pour la magie.]

// HASH_VALUE B2786C659E749D7B
// INDEX 6567
r_07_04_p_bc_end_rituel_2	[Le rituel est maintenant terminé. Merci pour votre aide $player$. Les Kamis sont satisfaits, ils savent être généreux avec leurs adeptes. Allez maintenant parler à l'esprit pour recevoir votre récompense.]
