*HASH_VALUE	sbrick ID	name	named	p	pd	ia	da	pia	pda	description	description2
-	bctmea07_3	Tryker-Handwerksplan: Ry-Pyker	Tryker-Handwerksplan: Ry-Pyker	Tryker-Handwerksplan: Ry-Pyker	Tryker-Handwerksplan: Ry-Pyker	ein	der		die	Einhand-Lanze in hoher Qualität	Ry-Pyker
-	bctmea05_3	Tryker-Handwerksplan: Ry-Lopper	Tryker-Handwerksplan: Ry-Lopper	Tryker-Handwerksplan: Ry-Lopper	Tryker-Handwerksplan: Ry-Lopper	ein	der		die	Einhand-Axt in hoher Qualität	Ry-Lopper
-	bctmea10_3	Tryker-Handwerksplan: Ry-Tanner	Tryker-Handwerksplan: Ry-Tanner	Tryker-Handwerksplan: Ry-Tanner	Tryker-Handwerksplan: Ry-Tanner	ein	der		die	Einhand-Schwert in hoher Qualität	Ry-Tanner
-	bctmea03_3	Tryker-Handwerksplan: Ry-Gaffer	Tryker-Handwerksplan: Ry-Gaffer	Tryker-Handwerksplan: Ry-Gaffer	Tryker-Handwerksplan: Ry-Gaffer	ein	der		die	Zweihand-Streitkolben in hoher Qualität	Ry-Gaffer
-	bctmea02_3	Tryker-Handwerksplan: Ry-Jak	Tryker-Handwerksplan: Ry-Jak	Tryker-Handwerksplan: Ry-Jak	Tryker-Handwerksplan: Ry-Jak	ein	der		die	Zweihand-Pike in hoher Qualität	Ry-Jak
-	bctmea01_3	Tryker-Handwerksplan: Ry-Weld	Tryker-Handwerksplan: Ry-Weld	Tryker-Handwerksplan: Ry-Weld	Tryker-Handwerksplan: Ry-Weld	ein	der		die	Zweihand-Axt in hoher Qualität	Ry-Weld
-	bctmea04_3	Tryker-Handwerksplan: Ry-Flence	Tryker-Handwerksplan: Ry-Flence	Tryker-Handwerksplan: Ry-Flence	Tryker-Handwerksplan: Ry-Flence	ein	der		die	Zweihand-Schwert in hoher Qualität	Ry-Flence
-	bczmea08_3	Zorai-Handwerksplan: Zo'Nanka	Zorai-Handwerksplan: Zo'Nanka	Zorai-Handwerksplan: Zo'Nanka	Zorai-Handwerksplan: Zo'Nanka	ein	der		die	Einhand-Streitkolben in hoher Qualität	Zo'Nanka
-	bczmea09_3	Zorai-Handwerksplan: Zo'Shopan	Zorai-Handwerksplan: Zo'Shopan	Zorai-Handwerksplan: Zo'Shopan	Zorai-Handwerksplan: Zo'Shopan	ein	der		die	Einhand-Stab in hoher Qualität	Zo'Shopan
-	bczmea06_3	Zorai-Handwerksplan: Zo'Lam	Zorai-Handwerksplan: Zo'Lam	Zorai-Handwerksplan: Zo'Lam	Zorai-Handwerksplan: Zo'Lam	ein	der		die	Einhand-Dolch in hoher Qualität	Zo'Lam
-	bczmea07_3	Zorai-Handwerksplan: Zo'Katoo	Zorai-Handwerksplan: Zo'Katoo	Zorai-Handwerksplan: Zo'Katoo	Zorai-Handwerksplan: Zo'Katoo	ein	der		die	Einhand-Lanze in hoher Qualität	Zo'Katoo
-	bczmea05_3	Zorai-Handwerksplan: Zo'Chok	Zorai-Handwerksplan: Zo'Chok	Zorai-Handwerksplan: Zo'Chok	Zorai-Handwerksplan: Zo'Chok	ein	der		die	Einhand-Axt in hoher Qualität	Zo'Chok
-	bczmea10_3	Zorai-Handwerksplan: Zo'Kovan	Zorai-Handwerksplan: Zo'Kovan	Zorai-Handwerksplan: Zo'Kovan	Zorai-Handwerksplan: Zo'Kovan	ein	der		die	Einhand-Schwert in hoher Qualität	Zo'Kovan
-	bczmea03_3	Zorai-Handwerksplan: Zo'Kanka	Zorai-Handwerksplan: Zo'Kanka	Zorai-Handwerksplan: Zo'Kanka	Zorai-Handwerksplan: Zo'Kanka	ein	der		die	Zweihand-Streitkolben in hoher Qualität	Zo'Kanka
-	bczmea02_3	Zorai-Handwerksplan: Zo'Pukatoo	Zorai-Handwerksplan: Zo'Pukatoo	Zorai-Handwerksplan: Zo'Pukatoo	Zorai-Handwerksplan: Zo'Pukatoo	ein	der		die	Zweihand-Pike in hoher Qualität	Zo'Pukatoo
-	bczmea01_3	Zorai-Handwerksplan: Zo'Kracho	Zorai-Handwerksplan: Zo'Kracho	Zorai-Handwerksplan: Zo'Kracho	Zorai-Handwerksplan: Zo'Kracho	ein	der		die	Zweihand-Axt in hoher Qualität	Zo'Kracho
-	bczmea04_3	Zorai-Handwerksplan: Zo'Matchata	Zorai-Handwerksplan: Zo'Matchata	Zorai-Handwerksplan: Zo'Matchata	Zorai-Handwerksplan: Zo'Matchata	ein	der		die	Zweihand-Schwert in hoher Qualität	Zo'Matchata
-	bcfrea05_3	Fyros-Handwerksplan: Koltonyx	Fyros-Handwerksplan: Koltonyx	Fyros-Handwerksplan: Koltonyx	Fyros-Handwerksplan: Koltonyx	ein	der		die	Einhand-Bogenpistole in hoher Qualität	Koltonyx
-	bcfrea04_3	Fyros-Handwerksplan: Rimelyx	Fyros-Handwerksplan: Rimelyx	Fyros-Handwerksplan: Rimelyx	Fyros-Handwerksplan: Rimelyx	ein	der		die	Einhand-Pistole in hoher Qualität	Rimelyx
-	bcfrea01_3	Fyros-Handwerksplan: Fraseryx	Fyros-Handwerksplan: Fraseryx	Fyros-Handwerksplan: Fraseryx	Fyros-Handwerksplan: Fraseryx	ein	der		die	Einhand-Automatikgewehr in hoher Qualität	Fraseryx
-	bcfrea02_3	Fyros-Handwerksplan: Strabusyx	Fyros-Handwerksplan: Strabusyx	Fyros-Handwerksplan: Strabusyx	Fyros-Handwerksplan: Strabusyx	ein	der		die	Zweihand-Bogengewehr in hoher Qualität	Strabusyx
-	bcfrea03_3	Fyros-Handwerksplan: Brazeryx	Fyros-Handwerksplan: Brazeryx	Fyros-Handwerksplan: Brazeryx	Fyros-Handwerksplan: Brazeryx	ein	der		die	Zweihand-Granatenwerfer in hoher Qualität	Brazeryx
-	bcfrea06_3	Fyros-Handwerksplan: Strammelyx	Fyros-Handwerksplan: Strammelyx	Fyros-Handwerksplan: Strammelyx	Fyros-Handwerksplan: Strammelyx	ein	der		die	Zweihand-Gewehr in hoher Qualität	Strammelyx
-	bcmrea05_3	Matis-Handwerksplan: Kara Riva	Matis-Handwerksplan: Kara Riva	Matis-Handwerksplan: Kara Riva	Matis-Handwerksplan: Kara Riva	ein	der		die	Einhand-Bogenpistole in hoher Qualität	Kara Riva
-	bcmrea04_3	Matis-Handwerksplan: Kara Maka	Matis-Handwerksplan: Kara Maka	Matis-Handwerksplan: Kara Maka	Matis-Handwerksplan: Kara Maka	ein	der		die	Einhand-Pistole in hoher Qualität	Kara Maka
-	bcmrea01_3	Matis-Handwerksplan: Kara Morikov	Matis-Handwerksplan: Kara Morikov	Matis-Handwerksplan: Kara Morikov	Matis-Handwerksplan: Kara Morikov	ein	der		die	Zweihand-Automatikgewehr in hoher Qualität	Kara Morikov
-	bcmrea02_3	Matis-Handwerksplan: Kara Polta	Matis-Handwerksplan: Kara Polta	Matis-Handwerksplan: Kara Polta	Matis-Handwerksplan: Kara Polta	ein	der		die	Zweihand-Bogengewehr in hoher Qualität	Kara Polta
-	bcmrea03_3	Matis-Handwerksplan: Kara Vulca	Matis-Handwerksplan: Kara Vulca	Matis-Handwerksplan: Kara Vulca	Matis-Handwerksplan: Kara Vulca	ein	der		die	Zweihand-Granatenwerfer in hoher Qualität	Kara Vulca
-	bcmrea06_3	Matis-Handwerksplan: Kara Stylone	Matis-Handwerksplan: Kara Stylone	Matis-Handwerksplan: Kara Stylone	Matis-Handwerksplan: Kara Stylone	ein	der		die	Zweihand-Gewehr in hoher Qualität	Kara Stylone
-	bctrea05_3	Tryker-Handwerksplan: Ry-Fletcher	Tryker-Handwerksplan: Ry-Fletcher	Tryker-Handwerksplan: Ry-Fletcher	Tryker-Handwerksplan: Ry-Fletcher	ein	der		die	Einhand-Bogenpistole in hoher Qualität	Ry-Fletcher
-	bctrea04_3	Tryker-Handwerksplan: Ry-Rade	Tryker-Handwerksplan: Ry-Rade	Tryker-Handwerksplan: Ry-Rade	Tryker-Handwerksplan: Ry-Rade	ein	der		die	Einhand-Pistole in hoher Qualität	Ry-Rade
-	bctrea01_3	Tryker-Handwerksplan: Ry-Rayler	Tryker-Handwerksplan: Ry-Rayler	Tryker-Handwerksplan: Ry-Rayler	Tryker-Handwerksplan: Ry-Rayler	ein	der		die	Zweihand-Automatikgewehr in hoher Qualität	Ry-Rayler
-	bctrea02_3	Tryker-Handwerksplan: Ry-Flunker	Tryker-Handwerksplan: Ry-Flunker	Tryker-Handwerksplan: Ry-Flunker	Tryker-Handwerksplan: Ry-Flunker	ein	der		die	Zweihand-Bogengewehr in hoher Qualität	Ry-Flunker
-	bctrea03_3	Tryker-Handwerksplan: Ry-Doomer	Tryker-Handwerksplan: Ry-Doomer	Tryker-Handwerksplan: Ry-Doomer	Tryker-Handwerksplan: Ry-Doomer	ein	der		die	Zweihand-Granatenwerfer in hoher Qualität	Ry-Doomer
-	bctrea06_3	Tryker-Handwerksplan: Ry-Boomer	Tryker-Handwerksplan: Ry-Boomer	Tryker-Handwerksplan: Ry-Boomer	Tryker-Handwerksplan: Ry-Boomer	ein	der		die	Zweihand-Gewehr in hoher Qualität	Ry-Boomer
-	bctrea07_3	Tryker-Handwerksplan: Ry-Poon	Tryker-Handwerksplan: Ry-Poon	Tryker-Handwerksplan: Ry-Poon	Tryker-Handwerksplan: Ry-Poon	ein	der		die	Einhand-Harpune in hoher Qualität	Ry-Poon
-	bczrea05_3	Zorai-Handwerksplan: Zo'Zinkan	Zorai-Handwerksplan: Zo'Zinkan	Zorai-Handwerksplan: Zo'Zinkan	Zorai-Handwerksplan: Zo'Zinkan	ein	der		die	Einhand-Bogenpistole in hoher Qualität	Zo'Zinkan
-	bczrea04_3	Zorai-Handwerksplan: Zo'Tchaïs	Zorai-Handwerksplan: Zo'Tchaïs	Zorai-Handwerksplan: Zo'Tchaïs	Zorai-Handwerksplan: Zo'Tchaïs	ein	der		die	Einhand-Pistole in hoher Qualität	Zo'Tchaïs
-	bczrea01_3	Zorai-Handwerksplan: Zo'Moka	Zorai-Handwerksplan: Zo'Moka	Zorai-Handwerksplan: Zo'Moka	Zorai-Handwerksplan: Zo'Moka	ein	der		die	Zweihand-Automatikgewehr in hoher Qualität	Zo'Moka
-	bczrea02_3	Zorai-Handwerksplan: Zo'Makam	Zorai-Handwerksplan: Zo'Makam	Zorai-Handwerksplan: Zo'Makam	Zorai-Handwerksplan: Zo'Makam	ein	der		die	Zweihand-Bogengewehr in hoher Qualität	Zo'Makam
-	bczrea03_3	Zorai-Handwerksplan: Zo'Bazoon	Zorai-Handwerksplan: Zo'Bazoon	Zorai-Handwerksplan: Zo'Bazoon	Zorai-Handwerksplan: Zo'Bazoon	ein	der		die	Zweihand-Granatenwerfer in hoher Qualität	Zo'Bazoon
-	bczrea06_3	Zorai-Handwerksplan: Zo'Shoyton	Zorai-Handwerksplan: Zo'Shoyton	Zorai-Handwerksplan: Zo'Shoyton	Zorai-Handwerksplan: Zo'Shoyton	ein	der		die	Zweihand-Gewehr in hoher Qualität	Zo'Shoyton
-	bcfsea01_2	Fyros-Handwerksplan: Blokus	Fyros-Handwerksplan: Blokus	Fyros-Handwerksplan: Blokus	Fyros-Handwerksplan: Blokus	ein	der		die	Beschützer in mittlerer Qualität	Blokus
-	bcfsea02_2	Fyros-Handwerksplan: Stokus	Fyros-Handwerksplan: Stokus	Fyros-Handwerksplan: Stokus	Fyros-Handwerksplan: Stokus	ein	der		die	Schild in mittlerer Qualität	Stokus
-	bcmsea01_2	Matis-Handwerksplan: Modi Wod	Matis-Handwerksplan: Modi Wod	Matis-Handwerksplan: Modi Wod	Matis-Handwerksplan: Modi Wod	ein	der		die	Beschützer in mittlerer Qualität	Modi Wod
-	bcmsea02_2	Matis-Handwerksplan: Modi Takod	Matis-Handwerksplan: Modi Takod	Matis-Handwerksplan: Modi Takod	Matis-Handwerksplan: Modi Takod	ein	der		die	Schild in mittlerer Qualität	Modi Takod
-	bctsea01_2	Tryker-Handwerksplan: Lor-Stilten	Tryker-Handwerksplan: Lor-Stilten	Tryker-Handwerksplan: Lor-Stilten	Tryker-Handwerksplan: Lor-Stilten	ein	der		die	Beschützer in mittlerer Qualität	Lor-Stilten
-	bctsea02_2	Tryker-Handwerksplan: Lor-Parper	Tryker-Handwerksplan: Lor-Parper	Tryker-Handwerksplan: Lor-Parper	Tryker-Handwerksplan: Lor-Parper	ein	der		die	Schild in mittlerer Qualität	Lor-Parper
-	bczsea01_2	Zorai-Handwerksplan: Li'Kastu	Zorai-Handwerksplan: Li'Kastu	Zorai-Handwerksplan: Li'Kastu	Zorai-Handwerksplan: Li'Kastu	ein	der		die	Beschützer in mittlerer Qualität	Li'Kastu
-	bczsea02_2	Zorai-Handwerksplan: Li'Pakmon	Zorai-Handwerksplan: Li'Pakmon	Zorai-Handwerksplan: Li'Pakmon	Zorai-Handwerksplan: Li'Pakmon	ein	der		die	Schild in mittlerer Qualität	Li'Pakmon
-	bcfsea01_3	Fyros-Handwerksplan: Blokyx	Fyros-Handwerksplan: Blokyx	Fyros-Handwerksplan: Blokyx	Fyros-Handwerksplan: Blokyx	ein	der		die	Beschützer in hoher Qualität	Blokyx
-	bcfsea02_3	Fyros-Handwerksplan: Stokyx	Fyros-Handwerksplan: Stokyx	Fyros-Handwerksplan: Stokyx	Fyros-Handwerksplan: Stokyx	ein	der		die	Schild in hoher Qualität	Stokyx
-	bcmsea01_3	Matis-Handwerksplan: Kara Wod	Matis-Handwerksplan: Kara Wod	Matis-Handwerksplan: Kara Wod	Matis-Handwerksplan: Kara Wod	ein	der		die	Beschützer in hoher Qualität	Kara Wod
-	bcmsea02_3	Matis-Handwerksplan: Kara Takod	Matis-Handwerksplan: Kara Takod	Matis-Handwerksplan: Kara Takod	Matis-Handwerksplan: Kara Takod	ein	der		die	Schild in hoher Qualität	Kara Takod
-	bctsea01_3	Tryker-Handwerksplan: Ry-Stilten	Tryker-Handwerksplan: Ry-Stilten	Tryker-Handwerksplan: Ry-Stilten	Tryker-Handwerksplan: Ry-Stilten	ein	der		die	Beschützer in hoher Qualität	Ry-Stilten
-	bctsea02_3	Tryker-Handwerksplan: Ry-Parper	Tryker-Handwerksplan: Ry-Parper	Tryker-Handwerksplan: Ry-Parper	Tryker-Handwerksplan: Ry-Parper	ein	der		die	Schild in hoher Qualität	Ry-Parper
-	bczsea01_3	Zorai-Handwerksplan: Zo'Kastu	Zorai-Handwerksplan: Zo'Kastu	Zorai-Handwerksplan: Zo'Kastu	Zorai-Handwerksplan: Zo'Kastu	ein	der		die	Beschützer in hoher Qualität	Zo'Kastu
-	bczsea02_3	Zorai-Handwerksplan: Zo'Pakmon	Zorai-Handwerksplan: Zo'Pakmon	Zorai-Handwerksplan: Zo'Pakmon	Zorai-Handwerksplan: Zo'Pakmon	ein	der		die	Schild in hoher Qualität	Zo'Pakmon
-	BMPA14	Ur-Sapmagie   	Ur-Sapmagie   	Ur-Sapmagie   	Ur-Sapmagie   	eine	die		die	Wird Zauber benötigt, die auf den Sap des Zauberers wirken.	
-	BMPA15	Ur-Ausdauermagie  	Ur-Ausdauermagie  	Ur-Ausdauermagie  	Ur-Ausdauermagie  	eine	die		die	Wird Zauber benötigt, die auf die Ausdauer des Zauberers wirken.	
-	BMPA16	Ur-Kristallmagie   	Ur-Kristallmagie   	Ur-Kristallmagie   	Ur-Kristallmagie   	eine	die		die	Wird Zauber benötigt, mit denen Sap-Kristalle erSchaffen werden können	
-	BMSTPEA01	Selbstheilung    	Selbstheilung    	Selbstheilungen    	Selbstheilungen    	eine	die		die	Regeneriert eigene Lebenskraft	
-	BMSTAEA01	Selbstsapgabe   	Selbstsapgabe   	Selbstsapgaben   	Selbstsapgaben   	eine	die		die	Regeneriert eigenen	
-	BMSTTEA01	Selbstausdauergabe   	Selbstausdauergabe   	Selbstausdauergaben   	Selbstausdauergaben   	eine	die		die	Regeneriert eigene Ausdauer	
-	bfoa06	Schwachstellensuche	Schwachstellensuche	Schwachstellensuchen	Schwachstellensuchen	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos	
-	bfoa07	Lähmung	Lähmung	Lähmungen	Lähmungen	eine	die		die	Verlangsamt die Angriffs- und Zaubergeschwindigkeit des Gegners	
-	bfmg01	Schwachstellensuche 1	Schwachstellensuche 1	Schwachstellensuchen 1	Schwachstellensuchen 1	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 25.	
-	bfmg02	Schwachstellensuche 2	Schwachstellensuche 2	Schwachstellensuchen 2	Schwachstellensuchen 2	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 35.	
-	bfmg03	Schwachstellensuche 3	Schwachstellensuche 3	Schwachstellensuchen 3	Schwachstellensuchen 3	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 50.	
-	bfmg04	Schwachstellensuche 4	Schwachstellensuche 4	Schwachstellensuchen 4	Schwachstellensuchen 4	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 65.	
-	bfmg05	Schwachstellensuche 5	Schwachstellensuche 5	Schwachstellensuchen 5	Schwachstellensuchen 5	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 90.	
-	bfmg06	Schwachstellensuche 6	Schwachstellensuche 6	Schwachstellensuchen 6	Schwachstellensuchen 6	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 115.	
-	bfmg07	Schwachstellensuche 7	Schwachstellensuche 7	Schwachstellensuchen 7	Schwachstellensuchen 7	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 140.	
-	bfmg08	Schwachstellensuche 8	Schwachstellensuche 8	Schwachstellensuchen 8	Schwachstellensuchen 8	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 165.	
-	bfmg09	Schwachstellensuche 9	Schwachstellensuche 9	Schwachstellensuchen 9	Schwachstellensuchen 9	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 200.	
-	bfmg10	Schwachstellensuche 10	Schwachstellensuche 10	Schwachstellensuchen 10	Schwachstellensuchen 10	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 235.	
-	bfmg11	Schwachstellensuche 11	Schwachstellensuche 11	Schwachstellensuchen 11	Schwachstellensuchen 11	eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 275.	
-	bfmh01	Angriffsverlangsamung 1   	Angriffsverlangsamung 1   	Angriffsverlangsamungen 1   	Angriffsverlangsamungen 1   	eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe  25.	
-	bfmh02	Angriffsverlangsamung 2   	Angriffsverlangsamung 2   	Angriffsverlangsamungen 2   	Angriffsverlangsamungen 2   	eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 35.	
-	bfmh03	Angriffsverlangsamung 3	Angriffsverlangsamung 3	Angriffsverlangsamungen 3	Angriffsverlangsamungen 3	eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 50.	
-	bfmh04	Angriffsverlangsamung 4	Angriffsverlangsamung 4	Angriffsverlangsamungen 4	Angriffsverlangsamungen 4	eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe  65.	
-	bfmh05	Angriffsverlangsamung 5	Angriffsverlangsamung 5	Angriffsverlangsamungen 5	Angriffsverlangsamungen 5	eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 90.	
-	bfmh06	Angriffsverlangsamung 6	Angriffsverlangsamung 6	Angriffsverlangsamungen 6	Angriffsverlangsamungen 6	eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 115.	
-	bfmh07	Angriffsverlangsamung 7	Angriffsverlangsamung 7	Angriffsverlangsamungen 7	Angriffsverlangsamungen 7	eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 140.	
-	bfmh08	Angriffsverlangsamung 8	Angriffsverlangsamung 8	Angriffsverlangsamungen 8	Angriffsverlangsamungen 8	eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 165.	
-	bfmh09	Angriffsverlangsamung 9	Angriffsverlangsamung 9	Angriffsverlangsamungen 9	Angriffsverlangsamungen 9	eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 200.	
-	bfmh10	Angriffsverlangsamung 10	Angriffsverlangsamung 10	Angriffsverlangsamungen 10	Angriffsverlangsamungen 10	eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe  235.	
-	bfmh11	Angriffsverlangsamung 11	Angriffsverlangsamung 11	Angriffsverlangsamungen 11	Angriffsverlangsamungen 11	eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 275.	
-	bfcf01	Klingenbrecher 1	Klingenbrecher 1	Klingenbrecher 1	Klingenbrecher 1	ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 50 Punkte Ausgleich wert	
-	bfcf02	Klingenbrecher 2	Klingenbrecher 2	Klingenbrecher 2	Klingenbrecher 2	ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 100 Punkte Ausgleich wert	
-	bfcf03	Klingenbrecher 3	Klingenbrecher 3	Klingenbrecher 3	Klingenbrecher 3	ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 150 Punkte Ausgleich wert	
-	bfcf04	Klingenbrecher 4	Klingenbrecher 4	Klingenbrecher 4	Klingenbrecher 4	ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 200 Punkte Ausgleich wert	
-	bfcf05	Klingenbrecher 5	Klingenbrecher 5	Klingenbrecher 5	Klingenbrecher 5	ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
-	bfcf06	Klingenbrecher 6	Klingenbrecher 6	Klingenbrecher 6	Klingenbrecher 6	ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
-	bfcf07	Klingenbrecher 7	Klingenbrecher 7	Klingenbrecher 7	Klingenbrecher 7	ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
-	bfcf08	Klingenbrecher 8	Klingenbrecher 8	Klingenbrecher 8	Klingenbrecher 8	ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
-	bfcf09	Klingenbrecher 9	Klingenbrecher 9	Klingenbrecher 9	Klingenbrecher 9	ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
-	bfcf10	Klingenbrecher 10	Klingenbrecher 10	Klingenbrecher 10	Klingenbrecher 10	ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
-	bfcf11	Klingenbrecher 11	Klingenbrecher 11	Klingenbrecher 11	Klingenbrecher 11	ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
-	bfcg01	Attacke nach Scheinangriff 1	Attacke nach Scheinangriff 1	Attacken nach Scheinangriff 1	Attacken nach Scheinangriff 1	eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 50 Punkte Ausgleich wert	
-	bfcg02	Attacke nach Scheinangriff 2	Attacke nach Scheinangriff 2	Attacken nach Scheinangriff 2	Attacken nach Scheinangriff 2	eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 75 Punkte Ausgleich wert	
-	bfcg03	Attacke nach Scheinangriff 3	Attacke nach Scheinangriff 3	Attacken nach Scheinangriff 3	Attacken nach Scheinangriff 3	eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 100 Punkte Ausgleich wert	
-	bfcg04	Attacke nach Scheinangriff 4	Attacke nach Scheinangriff 4	Attacken nach Scheinangriff 4	Attacken nach Scheinangriff 4	eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 125 Punkte Ausgleich wert	
-	bfcg05	Attacke nach Scheinangriff 5	Attacke nach Scheinangriff 5	Attacken nach Scheinangriff 5	Attacken nach Scheinangriff 5	eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 150 Punkte Ausgleich wert	
-	bfcg06	Attacke nach Scheinangriff 6	Attacke nach Scheinangriff 6	Attacken nach Scheinangriff 6	Attacken nach Scheinangriff 6	eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 175 Punkte Ausgleich wert	
-	bfcg07	Attacke nach Scheinangriff 7	Attacke nach Scheinangriff 7	Attacken nach Scheinangriff 7	Attacken nach Scheinangriff 7	eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 200 Punkte Ausgleich wert	
-	bfcg08	Attacke nach Scheinangriff 8	Attacke nach Scheinangriff 8	Attacken nach Scheinangriff 8	Attacken nach Scheinangriff 8	eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 225 Punkte Ausgleich wert	
-	bfcg09	Attacke nach Scheinangriff 9	Attacke nach Scheinangriff 9	Attacken nach Scheinangriff 9	Attacken nach Scheinangriff 9	eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 250 Punkte Ausgleich wert	
-	bfob02	Scheinangriff	Scheinangriff	Scheinangriffe	Scheinangriffe	ein	der		die	Diese Attacke ist ein Scheinangriff und verursacht keinen Schaden.	
-	bsfea05	Wutausbruch	Wutausbruch	Wutausbrüche	Wutausbrüche	ein	der		die	Erhöht den verursachten Schaden, aber verursacht einen eigenen kontinuierlichen Lebenskraft-Verlust.	
