// HASH_VALUE A575E93668996B62
// INDEX 0
abandon_mission	[&TSK&Has abandonado una misión.]
tryker_newb_welcome_step_6_2_f	[Te sugiero que vayas a ver a $target$, la proveedora local. Siempre está lista para contratar a un homin entusiasta para ayudarla con su trabajo. No te quedes ahí parado, ve a hablar con ella...]

// HASH_VALUE 93666E6E6E80C66D
// INDEX 8248
tryker_newb_welcome_step_6_2_m	[Te sugiero ir a ver a $target$, al proveedor local. El siempre está listo para contratar a un homin entusiasta que para ayudarlo con su trabajo. No te quedes ahí parado, ve a hablar con él..]

// HASH_VALUE 61D49CC6C22C97DB
// INDEX 8249
tryker_newb_welcome_step_7_1	[Parece que eres nuevo por aquí. Bien, sé bienvenido! Cuando empieces a buscar trabajo para ganarte unos cuantos dappers, ven a verme! Siempre me hacen falta una tarea o dos.]

// HASH_VALUE 53E23CEF4D708FF2
// INDEX 8250
tryker_newb_welcome_step_7_1_b	[Mi principal negocio es el comergio y las mercancía para escoltar. Si prefieres el combate o la fundición, ve a averiguar con el cabo.]

// HASH_VALUE 8E36D64102C24CEB
// INDEX 8251
tryker_newb_welcome_step_7_2	[Si la artesanía es tu línea, el capataz no tendrá dudas en interesarse por tus talentos.]

// HASH_VALUE 12537CD2C87E2D0C
// INDEX 8252
tryker_newb_welcome_step_7_2_b_f	[Ahora puedes regresar con el $giver$, es probable ella tenga algunos consejos más que darte.]

// HASH_VALUE 6D83F2E75D89934D
// INDEX 8253
tryker_newb_welcome_step_7_2_b_m	[Ahora puedes regresar con $giver$, es probable que él tenga algunos consejos que darte.]

// HASH_VALUE 08EA018140EA0893
// INDEX 8254
tryker_newb_welcome_step_8_1	[Bien! Ahora ya conoces nuestro puesto un poco más. Pero antes de enfrentar los peligros del continente, debes volverte más fuerte y aumentar tus conocimientos.]

// HASH_VALUE 32996759BE13986D
// INDEX 8255
tryker_newb_welcome_step_8_1_b	[Si quieres, puedo darte un par de tareas en los diferentes campos para ayudarte a progresar. Sólo dime qué es lo que más te interesa.]

// HASH_VALUE B2F622EB0A67BF81
// INDEX 8256
tryker_newb_welcome_step_8_2	[Cuando estés listo, joven $self$, te diré como llegar a la capital de los Tryker en el continente.]

// HASH_VALUE 09DE325AE527A9D1
// INDEX 8257
tryker_newb_welcome_step_8_3	[En qué disciplina quieres progresar?]

// HASH_VALUE 3ABDECF966B52A9A
// INDEX 8258
tryker_newb_welcome_step_9_1	[Puedo que ver que has progresado muy bien. Felicitaciones, $self$! Eres lo suficiente fuerte como para ayudar a nuestro pueblo Trker a reconstruir nuestra civilización!]

// HASH_VALUE 192A63904E466E12
// INDEX 8259
tryker_newb_welcome_step_9_1_b	[Ha llegado el momento para que pises el suelo de $place_fairhaven$, la capital de Tryker! Pero ten cuidado, porque no hay viaje de retorno para acá. Por lo que debes estar seguro de tu decisión.]

// HASH_VALUE F885581BACAA6595
// INDEX 8260
tryker_newb_welcome_step_9_1_c	[En el pueblo encontrarás a un guía que te ayudará con los Karavan, que tienen el poder de teletransportarte al continente. Cuando llegues a la capital, debes buscar al recibidor de la ciudad.]

// HASH_VALUE D487C9AFB1B77FAE
// INDEX 8261
tryker_newb_welcome_step_9_2_f	[Ve y busca a $kguide$, de mi parte. Ella te guiará hasta el Teletransportador Karavan. Dile a ella que yo te he enviado.\n
	\n
	Que Jena ilumine tu camino!]

// HASH_VALUE 0D454E3209A71E99
// INDEX 8262
tryker_newb_welcome_step_9_2_m	[Ve y busca a $kguide$, en nombre mío. El te  guiará hastas el Teletransportador Karavan. Dile que yo te he enviado. \n
	\n
	Que Jena ilumine tu camino!]

// HASH_VALUE B92205FC4F2C574A
// INDEX 8263
tryker_newb_welcome_system_msg_1_f	[&AROUND&$target$, uno de los recibidores del puesto fronterizo le gustaría darte la bienvenida. Ve a hablar con ella.]

// HASH_VALUE B92205FC4F2C434E
// INDEX 8264
tryker_newb_welcome_system_msg_1	[&AROUND&$target$, uno de los recibidores del puesto fronterizo le gustaría darte la bienvenida. Ve a hablar con él.]

// HASH_VALUE BD78E0216E2F5BA3
// INDEX 8265
tryker_newb_welcome_system_msg_2	[&AROUND&Estás listo para unirte al continente de los Tryker! Ve y habla con $giver$ para averiguar más.]

// HASH_VALUE E6BCD61BD9F9D000
// INDEX 8266
tryker_newb_welcome_system_msg_3	[&AROUND&Debes tener un puntaje de 20 en una habilidad de tu preferencia o selección para terminar la etapa de esta misión.]

// HASH_VALUE AC0BE8C58C4B3B1C
// INDEX 8267
tryker_newb_welcome_system_msg_end	[&AROUND&Has concluído tu entranamiento con éxito. La aventura te espera en $continent_tryker.da$ $continent_tryker$!]

// HASH_VALUE 2832D7439550DF60
// INDEX 8268
tryker_newb_welcome_talkmenu_1	[Hola, soy nuevo por aquí.]

// HASH_VALUE 5D4F5CA5EB048084
// INDEX 8269
tryker_newb_welcome_talkmenu_2	[Estoy buscando como salir hacia el continente.]

// HASH_VALUE 6701B48E48DAA366
// INDEX 8270
tryker_newb_welcome_talkmenu_3	[Ayúdame a progresar]

// HASH_VALUE 189A6596C5689F66
// INDEX 8271
tryker_newb_welcome_talkmenu_4	[Estoy listo para progresar.]

// HASH_VALUE 1BD8CC1329F85FB6
// INDEX 8272
tryker_newb_welcome_team_answer	[El combate en equipo con los homins]

// HASH_VALUE FFC067DC0097D47C
// INDEX 8273
tryker_newb_welcome_team_step_1	[Buena elección! Con la ayuda de otros progresarás más rápido.]

// HASH_VALUE 85A8F19C62F155D0
// INDEX 8274
tryker_newb_welcome_team_step_2	[Conforma un equipo, luego te daré un misión de combate.]

// HASH_VALUE 0A1B065FB23D52D4
// INDEX 8275
tryker_newb_welcome_team_system_msg_1	[Si estás en un equipo, selecciona la misión del equipo en el menú del click derecho del recibidor.]

// HASH_VALUE 5825A49F9408B365
// INDEX 8276
tryker_newb_welcome_title	[Bienvenido a $place_aubermouth$]

// HASH_VALUE 8A0F07F107423242
// INDEX 8277
unknown_crafted_item	[&CHK&El objeto creado por acción es desconocido por el servidor! La acción de fabricación es abortada! Favor informa este error indicando la acción exacta utilizada. Gracias!]

// HASH_VALUE D6BAB6582E752FB3
// INDEX 8278
unlock_rite_default_text	[Abre una enciclopedia]

// HASH_VALUE 6F7DF43BD6A3606C
// INDEX 8279
unlock_rite_m_auto	[Estás listo para iniciar el ritual.]

// HASH_VALUE 9D0C5C896B09862F
// INDEX 8280
unlock_rite_p_intro	[Tu me pareces lo suficientemente juicioso para llevar a cabo este ritual, pero primero debes demostrar tu valía y firmeza para llevar a cabo algunas tareas.]

// HASH_VALUE 60BE1E7DCAB001E5
// INDEX 8281
upgrade_rpjob_upgrade_title	[Mejorar tus componentes ($version$/2) :\n
	$element.da$ $element.p$]

// HASH_VALUE 9F02F9458DB35E77
// INDEX 8282
want_abandon_mission	[Realmente quieres abandonar esta misión?]

// HASH_VALUE 5BF933972CE8035D
// INDEX 8283
weapons_only_can_been_enchanted	[&CHK&Sólo las armas pueden ser encantadas.]

// HASH_VALUE 5B696797E829035D
// INDEX 8284
weapons_only_can_been_recharged	[&CHK&Sólo las armas pueden ser recargadas.]

// HASH_VALUE 86208F6937CDDDF6
// INDEX 8285
whoami_artisan_restaurateur1	[Saludos,\n
	Mi nombre es Essembeh, especialista en restauración y conservación, a su servicio.\n
	Todo mundo está dotado de algún talento, mi talento parece ser más valioso que otros...\n
	Si necesitas que te hagan algún trabajo de reparación, ven a verme con todas las piezas y haré lo mejor que pueda para reensamblarlas. Mis servicios son conocidos por ser costosos pero yo soy el mejor y... el único.]

// HASH_VALUE 0BA3AEB89D09CBEF
// INDEX 8286
whoami_artisan_restaurateur2	[Saludos,\n
	Mi nombre es Jubet, soy un especialista en restauración y conservación, a tu servicio.\n
	Todo el mundo está dotado con algún talento, mi talento parece ser más valioso que otros...\n
	Si necesitas que te hagan algún trabajo de reparación, ven a verme con todas las piezas y haré lo mejor que pueda para reensamblarlas. Mis servicios son conocidos por ser costosos pero yo soy el mejor y...el único.]

// HASH_VALUE CD90B76536DD95F3
// INDEX 8287
whoami_artisan_restaurateur3	[Saludos,\n
	Mi nombre es Bataille, especiliasta en restauración y conservación, a tu servicio.\n
	Todo el mundo tiene algún talento, mi talento parece ser más valioso que otros...\n
	Si necesitas que te hagan algún trabajo de reparación, ven a verme con todas las piezas y haré lo mejor que pueda para reensamblarlas. Mis servicios son conocidos por ser costosos pero yo soy el mejor y...el único.]

// HASH_VALUE CDB0AB5DFB7CCDF7
// INDEX 8288
whoami_artisan_restaurateur4	[Saludos,\n
	Mi nombre es Fontaine, soy un especialista en restauración y conservación, a tu servicio.\n
	Todo el mundo está dotado con algún talento, mi talent parece ser más valioso que otros...\n
	Si necesitas algún trabajo de reparación, ven a verme con todas las piezas y haré lo mejor que pueda para reensamblarlas. Mis servicios son conocidos por ser costosos pero yo soy el mejor y... el único.]

// HASH_VALUE 10C236A84C28A00C
// INDEX 8289
whoami_barman	[Quién soy yo? Ja, un amigo confiable de cualquier homin valiente que da paso en este establecimiento! Saciaré cualquier sed, ya sea física o espiritual..{break} Si, oigo de muchos una leyenda en un viejo bar: rumores, historias fantásticas de lugares lejanos, muchos de los cuales yo solía visitar cuando mis huesos eran menos obstinados...{break} Y, por cierto, también soy un miembro iniciado y como tal, puedo proponer cubos del conocimiento a quiénes logren alcanzar el nivel según la tradición.]

// HASH_VALUE 9340D878758757A8
// INDEX 8290
whoami_caretaker	[Soy el cuidador, mi trabajo consiste en proponer apartamentos para los homins que desean establecerce aquí. Siempre es bueno que descansen tus miembros adoloridos entre tus viajes, y un interior confortable es siempre bien apreciado....]

// HASH_VALUE 74C0FC88451484D6
// INDEX 8291
whoami_fyros_kami_adept	[Soy un fiel servidor de los Kamis.]

// HASH_VALUE A97A5C09E47F5916
// INDEX 8292
whoami_fyros_kami_guid	[Yo soy un Predicador Kami, amigo de su pueblo.]

// HASH_VALUE E88F67BF40B42B0C
// INDEX 8293
whoami_guard_chief	[Como puedes saber por mi título, soy el jefe de los guardas de aquí. Capitanes, sargentos, hombres y armas están bajo mis órdenes. Nuestro pueblo tiene muchos enemigos, por lo que es indispensable estar listo para la acción todo el tiempo. Pero no sólo soy un soldado, también soy un miembro iniciado, familiarizado con el Baúl de la Sabiduría...{break} Los juicios que pongo a los homins pueden parecer crueles, pero creánme son necesarios: el conocimiento es un brazo formidable que sólo debe ser depositado en manos digans y expertas.]

// HASH_VALUE 8D37E5A20FB91E9B
// INDEX 8294
whoami_guild_caretaker	[Mi posición me permite disfrutar de una relación especial con los gremios homis. Propongo varios medios a desarrollar, como el uso de unos suntuosos apartamentos donde pueden realizar sus reuniones con estilo, o los servicios de entrenadores calificados.]

// HASH_VALUE 6FBF6BCBC8235F1E
// INDEX 8295
whoami_guild_clerk	[Yo soy al que los homins tienen que ver cuando quieren crear un gremio. He sido encomendado por las autoridades para registrar todas las aplicaciones y validar aquellos que cumplen con los requisitos oficiales. {break} Los gremios permiten a los homins reunirse por una causa común, y representan una fuerza unida a tener en cuenta.]

// HASH_VALUE 5D5CDDAF077693D7
// INDEX 8296
whoami_instructor_craft	[Cada uno de nosotros se destaca en su oficio. Algunos de nosotros somos guerreros, algunos somos magos, algunos cosechadores. La industria de la artesanía es mi senda en la vida. Y también es la tuya, estaría muy honrado de transmitirte el conocimiento y las técnicas desarrolladas por nuestros antepasados.]

// HASH_VALUE 6B6C108F537CBAFA
// INDEX 8297
whoami_instructor_harvest	[Las materias primas son fáciles de conseguir si sabes donde buscarlas. El suelo de nuestro planeta posee una cantidad casi infinita para aquellos que saben cómo explotarlas correctamente. Yo puedo, si lo deseas, enseñarte un par de cosas sobre la materia.]

// HASH_VALUE F98664086C08087A
// INDEX 8298
whoami_instructor_magie	[La magia de Atys está envuelta en misterio, pero al parecer estás dispuesto a aprender. Yo puedo, si lo deseas, transmitirte mis conocimientos sobre este arte a ti.]

// HASH_VALUE E2CBDE79B0E3B92F
// INDEX 8299
whoami_intendant	[El alcance de mis funciones es muy extensor: Estoy a cargo del buen funcionamiento del lugar. Tengo que asegurar que a los habitantes no les haga falta nada, que a nuestros artesanos trabajen en las mejores condiciones, y que el comercio sea próspero y lucrativo! {break}También soy un compañero iniciado. Si estás en busca de un cubo de ámbar, primero tendrás que realizar un ritual de prueba de que eres digno de este.]

// HASH_VALUE 587E810F2DFA8FF9
// INDEX 8300
whoami_kami_adept	[Soy un fiel servidor de los Kamis. Sígueme y te guiaré por una.]

// HASH_VALUE 56B1A06B10E3F025
// INDEX 8301
whoami_kami_high_preacher_sanctuary	[Recompensar a los fieles que lo merecen, una vez que los santuarios de los Grandiosos Kami hayan sido construídos, esa es mi misión.]

// HASH_VALUE D76530EB337D4215
// INDEX 8302
whoami_kami_master	[Yo Maestro Kami. Yo aquí para enseñar a los homins cosas secretas que se vuelvan más savios. Pero los homins deben demostrar su fidelidad a los Kamis y pasar una prueba antes de conocer estas cosas.]

// HASH_VALUE 9EA2BC5E5406B1FA
// INDEX 8303
whoami_kami_preacher_lord_sanctuary	[Un enviado de los Grandiosos Kami, yo soy. Recompensar a los fieles que se los merecen, después de la victoria de los Kamists cuando los santuarios hayan sido construídos, ésa es misión.]

// HASH_VALUE A97A5C09E47F5916
// INDEX 8304
whoami_kami_priest	[Yo un Predicador Kami, amigo de su pueblo.]

// HASH_VALUE 808738A1D518B7BF
// INDEX 8305
whoami_kami_sentinel	[Yo un Sentinela Kami, guardián de la naturaleza.]

// HASH_VALUE E5268F0DBAAAF956
// INDEX 8306
menu_who_am_i_kguard	[Soy un guardia Karavan. Mi misión es luchar contra los enemigos de Jena.]

// HASH_VALUE 4FF5F5E80ECB921D
// INDEX 8307
whoami_karavanguide	[Soy un Guía Karavan y estoy aquí para ayudarte a encontrar el Teletransportador Karavan.]

// HASH_VALUE 5AF6C3134254CB54
// INDEX 8308
whoami_karavanteleporter	[Soy un teletransportador Karavan, y tengo el poder para teletransportarte a la capital de la ciudad de tu pueblo. Recuerda pensar dos veces antes de escoger un telepuerto, dado que aquí no hay viaje de regreso.]

// HASH_VALUE EEDD9CD7713F6E50
// INDEX 8309
whoami_karavan_guide_temple	[Estoy aquí para recompensar a los homins que han luchado para construir los templos de Jena.]

// HASH_VALUE D2B0A4BF998624A2
// INDEX 8310
whoami_karavan_high_guide_temple	[Soy un Guía de Altura, a cargo de la oficina entre los Karavan. Estoy aquí para recompensaar a los fieles que se lo merecen, después de la victoria de los Karavaneers cuando los templos de Jena sean construido.]

// HASH_VALUE 6AD755BBE2BFCAA4
// INDEX 8311
whoami_karavan_officer	[Soy un oficial de la poderosa fuerza Karavan que son investidos con el poder de Jena. A través de mi, la diosa de manera generosa recompense la dignidd y la fe. {break} Así ofrezco los cubos de ámbar para los fieles seguidores que pasan las pruebas que va dejando Jena. Estos cubos son el receptáculo de invaluable conocimiento.]

// HASH_VALUE A165C6D08E6076F8
// INDEX 8312
whoami_kitiniere_coord	[Estoy a cargo de organizer la investigación en este sitio.\n
	Estaos a la entrada de los Túneles de Almati, que han aparecido justo hace muy poco seguido del hundimiento de los terrenos circundantes. El loco desatinado de Almati, el infame alquimista Real de los Matis, ha dado a los Kitin una ruta hacia la superficie dentro de los terrenos de nuestras tierras natales!\n
	Nosotros los Guardabosques no tenemos tropas suficientes para controla una amenaza de esta escala, de modo que nuestra única esperanza yace en la determinación de nuestros más valientes Homins preparados para aventurarse en la madriguera de los Kitins.\n
	Este pequeño puesto sirve como una base para la organización de nuestras operaciones en los túneles.]

// HASH_VALUE 53A54F552C08F1DF
// INDEX 8313
whoami_kitiniere_ranger	[Mi trabajo consiste en observar, evaluar, y transmitir información sobre los Kitin en la base de Almati.\n
	La madriguera de los Kitins no es un lugar seguro, pero estoy felíz de ver cuando homins valientes vienen contra esta amenaza.\n
	A veces te confiaré algunas misiones. \n
	Regresa a verme ocasionalmente.]

// HASH_VALUE B0FA0354358C6A54
// INDEX 8314
whoami_leviers_douanier_1	[Las mercancías fabricadas por los Fyros son de tan buena calidad como para ser vendidas a otros pueblos. Limitamos todas las exportaciones al imponer impuestos a los exportadores.]

// HASH_VALUE 90E14AFE33E85F3B
// INDEX 8315
whoami_leviers_douanier_2	[El gobierno imperial no hace nada por la exportación de nuestras mercancías. Solo los Fyros merecen objetos fabricados por los Fyros.]

// HASH_VALUE E46CE3DD8A5E5745
// INDEX 8316
whoami_merchant_armor	[Tengo unas bellas armaduras y unos sólidos escudos que venderte. Ven y hecha un vistazo a mi mercadería, no te arrepentirás!]

// HASH_VALUE 5F35499EB1C32146
// INDEX 8317
whoami_merchant_clothes	[Tengo un montón de ropa para practicar la magia y una amplia gama de armaduras ligeras.]

// HASH_VALUE 75F7AEFC67909DA0
// INDEX 8318
whoami_merchant_rm	[Compro y vendo materias primas para los artesanos. Gracias a mí ellos pueden crear sus obras maestras sin tener que viajar demasiado profundo en las regiones salvajes.]

// HASH_VALUE D68B3C51BD9E0351
// INDEX 8319
whoami_merchant_tool	[Si necesitas herramientas para la industria de la fabricación, la recolección o cosecha, yo puedo ayudarte.]

// HASH_VALUE 50FA771DC10D56F0
// INDEX 8320
whoami_merchant_weapon_1h	[Tengo una impresionante selección de armas a la venta. Son ligeras y pueden ser manejadas con solo una mano. Las necesitarás para combatir a los animales peligrosos que se esconden por aquí! Si tienes un buen revolver y practicas la magia, también encontrarás guantes amplificadores de magia.]

// HASH_VALUE E601EC52C08B8F18
// INDEX 8321
whoami_merchant_weapon_2h	[Tengo una impresionante selección de armas para dos manos a la venta. Son particularmente destructivas, vas a necesitarlas para combatir contra los animales peligrosos que se esconden por aquí!]

// HASH_VALUE 494449125A7AC26C
// INDEX 8322
whoami_mission_officer_nbland	[Yo soy el que de la bienvenida. Esto significa que te puedo ayudar a descubrir tu ambiente y aprender más sobre Atys.]

// HASH_VALUE 496EBDD1F11D8F50
// INDEX 8323
