bot name	translated name	sheet_name
driller_enchantedisle_karavan_u4_200a_const	$gn_driller_karavan_const$	
driller_fleetinggarden_kami_u1_100a_const	$gn_driller_kami_const$	
driller_fleetinggarden_kami_u1_50a_const	$gn_driller_kami_const$	
driller_fleetinggarden_kami_u2_100a_const	$gn_driller_kami_const$	
driller_fleetinggarden_kami_u2_50a_const	$gn_driller_kami_const$	
driller_fleetinggarden_kami_u3_100a_const	$gn_driller_kami_const$	
driller_fleetinggarden_kami_u3_50a_const	$gn_driller_kami_const$	
driller_fleetinggarden_kami_u4_100a_const	$gn_driller_kami_const$	
driller_fleetinggarden_kami_u4_50a_const	$gn_driller_kami_const$	
driller_fleetinggarden_karavan_u1_100a_const	$gn_driller_karavan_const$	
driller_fleetinggarden_karavan_u1_50a_const	$gn_driller_karavan_const$	
driller_fleetinggarden_karavan_u2_100a_const	$gn_driller_karavan_const$	
driller_fleetinggarden_karavan_u2_50a_const	$gn_driller_karavan_const$	
driller_fleetinggarden_karavan_u3_100a_const	$gn_driller_karavan_const$	
driller_fleetinggarden_karavan_u3_50a_const	$gn_driller_karavan_const$	
driller_fleetinggarden_karavan_u4_100a_const	$gn_driller_karavan_const$	
driller_fleetinggarden_karavan_u4_50a_const	$gn_driller_karavan_const$	
driller_frahartowers_kami_u1_100a_const	$gn_driller_kami_const$	
driller_frahartowers_kami_u1_150a_const	$gn_driller_kami_const$	
driller_frahartowers_kami_u1_50a_const	$gn_driller_kami_const$	
driller_frahartowers_kami_u2_100a_const	$gn_driller_kami_const$	
driller_frahartowers_kami_u2_150a_const	$gn_driller_kami_const$	
driller_frahartowers_kami_u2_50a_const	$gn_driller_kami_const$	
driller_frahartowers_kami_u3_100a_const	$gn_driller_kami_const$	
driller_frahartowers_kami_u3_150a_const	$gn_driller_kami_const$	
driller_frahartowers_kami_u3_50a_const	$gn_driller_kami_const$	
driller_frahartowers_kami_u4_100a_const	$gn_driller_kami_const$	
driller_frahartowers_kami_u4_150a_const	$gn_driller_kami_const$	
driller_frahartowers_kami_u4_50a_const	$gn_driller_kami_const$	
driller_frahartowers_karavan_u1_100a_const	$gn_driller_karavan_const$	
driller_frahartowers_karavan_u1_150a_const	$gn_driller_karavan_const$	
driller_frahartowers_karavan_u1_50a_const	$gn_driller_karavan_const$	
driller_frahartowers_karavan_u2_100a_const	$gn_driller_karavan_const$	
driller_frahartowers_karavan_u2_150a_const	$gn_driller_karavan_const$	
driller_frahartowers_karavan_u2_50a_const	$gn_driller_karavan_const$	
driller_frahartowers_karavan_u3_100a_const	$gn_driller_karavan_const$	
driller_frahartowers_karavan_u3_150a_const	$gn_driller_karavan_const$	
driller_frahartowers_karavan_u3_50a_const	$gn_driller_karavan_const$	
driller_frahartowers_karavan_u4_100a_const	$gn_driller_karavan_const$	
driller_frahartowers_karavan_u4_150a_const	$gn_driller_karavan_const$	
driller_frahartowers_karavan_u4_50a_const	$gn_driller_karavan_const$	
driller_groveconfusion_kami_u1_150a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u1_150b_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u1_200a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u1_200b_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u1_250a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u1_250b_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u2_150a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u2_150b_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u2_200a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u2_200b_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u2_250a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u2_250b_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u3_150a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u3_150b_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u3_200a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u3_200b_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u3_250a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u3_250b_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u4_150a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u4_150b_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u4_200a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u4_200b_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u4_250a_const	$gn_driller_kami_const$	
driller_groveconfusion_kami_u4_250b_const	$gn_driller_kami_const$	
driller_groveconfusion_karavan_u1_150a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u1_150b_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u1_200a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u1_200b_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u1_250a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u1_250b_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u2_150a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u2_150b_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u2_200a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u2_200b_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u2_250a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u2_250b_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u3_150a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u3_150b_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u3_200a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u3_200b_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u3_250a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u3_250b_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u4_150a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u4_150b_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u4_200a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u4_200b_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u4_250a_const	$gn_driller_karavan_const$	
driller_groveconfusion_karavan_u4_250b_const	$gn_driller_karavan_const$	
driller_groveofumbra_kami_u1_100a_const	$gn_driller_kami_const$	
driller_groveofumbra_kami_u1_150a_const	$gn_driller_kami_const$	
driller_groveofumbra_kami_u1_200a_const	$gn_driller_kami_const$	
driller_groveofumbra_kami_u2_100a_const	$gn_driller_kami_const$	
driller_groveofumbra_kami_u2_150a_const	$gn_driller_kami_const$	
driller_groveofumbra_kami_u2_200a_const	$gn_driller_kami_const$	
driller_groveofumbra_kami_u3_100a_const	$gn_driller_kami_const$	
driller_groveofumbra_kami_u3_150a_const	$gn_driller_kami_const$	
driller_groveofumbra_kami_u3_200a_const	$gn_driller_kami_const$	
driller_groveofumbra_kami_u4_100a_const	$gn_driller_kami_const$	
driller_groveofumbra_kami_u4_150a_const	$gn_driller_kami_const$	
driller_groveofumbra_kami_u4_200a_const	$gn_driller_kami_const$	
driller_groveofumbra_karavan_u1_100a_const	$gn_driller_karavan_const$	
driller_groveofumbra_karavan_u1_150a_const	$gn_driller_karavan_const$	
driller_groveofumbra_karavan_u1_200a_const	$gn_driller_karavan_const$	
driller_groveofumbra_karavan_u2_100a_const	$gn_driller_karavan_const$	
driller_groveofumbra_karavan_u2_150a_const	$gn_driller_karavan_const$	
driller_groveofumbra_karavan_u2_200a_const	$gn_driller_karavan_const$	
driller_groveofumbra_karavan_u3_100a_const	$gn_driller_karavan_const$	
driller_groveofumbra_karavan_u3_150a_const	$gn_driller_karavan_const$	
driller_groveofumbra_karavan_u3_200a_const	$gn_driller_karavan_const$	
driller_groveofumbra_karavan_u4_100a_const	$gn_driller_karavan_const$	
driller_groveofumbra_karavan_u4_150a_const	$gn_driller_karavan_const$	
driller_groveofumbra_karavan_u4_200a_const	$gn_driller_karavan_const$	
driller_havenofpurity_kami_u1_100a_const	$gn_driller_kami_const$	
driller_havenofpurity_kami_u1_150a_const	$gn_driller_kami_const$	
driller_havenofpurity_kami_u1_50a_const	$gn_driller_kami_const$	
driller_havenofpurity_kami_u2_100a_const	$gn_driller_kami_const$	
driller_havenofpurity_kami_u2_150a_const	$gn_driller_kami_const$	
driller_havenofpurity_kami_u2_50a_const	$gn_driller_kami_const$	
driller_havenofpurity_kami_u3_100a_const	$gn_driller_kami_const$	
driller_havenofpurity_kami_u3_150a_const	$gn_driller_kami_const$	
driller_havenofpurity_kami_u3_50a_const	$gn_driller_kami_const$	
driller_havenofpurity_kami_u4_100a_const	$gn_driller_kami_const$	
driller_havenofpurity_kami_u4_150a_const	$gn_driller_kami_const$	
driller_havenofpurity_kami_u4_50a_const	$gn_driller_kami_const$	
driller_havenofpurity_karavan_u1_100a_const	$gn_driller_karavan_const$	
driller_havenofpurity_karavan_u1_150a_const	$gn_driller_karavan_const$	
driller_havenofpurity_karavan_u1_50a_const	$gn_driller_karavan_const$	
driller_havenofpurity_karavan_u2_100a_const	$gn_driller_karavan_const$	
driller_havenofpurity_karavan_u2_150a_const	$gn_driller_karavan_const$	
driller_havenofpurity_karavan_u2_50a_const	$gn_driller_karavan_const$	
driller_havenofpurity_karavan_u3_100a_const	$gn_driller_karavan_const$	
driller_havenofpurity_karavan_u3_150a_const	$gn_driller_karavan_const$	
driller_havenofpurity_karavan_u3_50a_const	$gn_driller_karavan_const$	
driller_havenofpurity_karavan_u4_100a_const	$gn_driller_karavan_const$	
driller_havenofpurity_karavan_u4_150a_const	$gn_driller_karavan_const$	
driller_havenofpurity_karavan_u4_50a_const	$gn_driller_karavan_const$	
driller_hiddensource_kami_u1_100a_const	$gn_driller_kami_const$	
driller_hiddensource_kami_u1_150a_const	$gn_driller_kami_const$	
driller_hiddensource_kami_u1_200a_const	$gn_driller_kami_const$	
driller_hiddensource_kami_u2_100a_const	$gn_driller_kami_const$	
driller_hiddensource_kami_u2_150a_const	$gn_driller_kami_const$	
driller_hiddensource_kami_u2_200a_const	$gn_driller_kami_const$	
driller_hiddensource_kami_u3_100a_const	$gn_driller_kami_const$	
driller_hiddensource_kami_u3_150a_const	$gn_driller_kami_const$	
driller_hiddensource_kami_u3_200a_const	$gn_driller_kami_const$	
driller_hiddensource_kami_u4_100a_const	$gn_driller_kami_const$	
driller_hiddensource_kami_u4_150a_const	$gn_driller_kami_const$	
driller_hiddensource_kami_u4_200a_const	$gn_driller_kami_const$	
driller_hiddensource_karavan_u1_100a_const	$gn_driller_karavan_const$	
driller_hiddensource_karavan_u1_150a_const	$gn_driller_karavan_const$	
driller_hiddensource_karavan_u1_200a_const	$gn_driller_karavan_const$	
driller_hiddensource_karavan_u2_100a_const	$gn_driller_karavan_const$	
driller_hiddensource_karavan_u2_150a_const	$gn_driller_karavan_const$	
driller_hiddensource_karavan_u2_200a_const	$gn_driller_karavan_const$	
driller_hiddensource_karavan_u3_100a_const	$gn_driller_karavan_const$	
driller_hiddensource_karavan_u3_150a_const	$gn_driller_karavan_const$	
driller_hiddensource_karavan_u3_200a_const	$gn_driller_karavan_const$	
driller_hiddensource_karavan_u4_100a_const	$gn_driller_karavan_const$	
driller_hiddensource_karavan_u4_150a_const	$gn_driller_karavan_const$	
driller_hiddensource_karavan_u4_200a_const	$gn_driller_karavan_const$	
driller_imperialdunes_kami_u1_50a_const	$gn_driller_kami_const$	
driller_imperialdunes_kami_u2_50a_const	$gn_driller_kami_const$	
driller_imperialdunes_kami_u3_50a_const	$gn_driller_kami_const$	
driller_imperialdunes_kami_u4_50a_const	$gn_driller_kami_const$	
driller_imperialdunes_karavan_u1_50a_const	$gn_driller_karavan_const$	
driller_imperialdunes_karavan_u2_50a_const	$gn_driller_karavan_const$	
driller_imperialdunes_karavan_u3_50a_const	$gn_driller_karavan_const$	
driller_imperialdunes_karavan_u4_50a_const	$gn_driller_karavan_const$	
driller_knollofdissent_kami_u1_100a_const	$gn_driller_kami_const$	
driller_knollofdissent_kami_u1_150a_const	$gn_driller_kami_const$	
driller_knollofdissent_kami_u1_50a_const	$gn_driller_kami_const$	
driller_knollofdissent_kami_u2_100a_const	$gn_driller_kami_const$	
driller_knollofdissent_kami_u2_150a_const	$gn_driller_kami_const$	
driller_knollofdissent_kami_u2_50a_const	$gn_driller_kami_const$	
driller_knollofdissent_kami_u3_100a_const	$gn_driller_kami_const$	
driller_knollofdissent_kami_u3_150a_const	$gn_driller_kami_const$	
driller_knollofdissent_kami_u3_50a_const	$gn_driller_kami_const$	
driller_knollofdissent_kami_u4_100a_const	$gn_driller_kami_const$	
driller_knollofdissent_kami_u4_150a_const	$gn_driller_kami_const$	
driller_knollofdissent_kami_u4_50a_const	$gn_driller_kami_const$	
driller_knollofdissent_karavan_u1_100a_const	$gn_driller_karavan_const$	
driller_knollofdissent_karavan_u1_150a_const	$gn_driller_karavan_const$	
driller_knollofdissent_karavan_u1_50a_const	$gn_driller_karavan_const$	
driller_knollofdissent_karavan_u2_100a_const	$gn_driller_karavan_const$	
driller_knollofdissent_karavan_u2_150a_const	$gn_driller_karavan_const$	
driller_knollofdissent_karavan_u2_50a_const	$gn_driller_karavan_const$	
driller_knollofdissent_karavan_u3_100a_const	$gn_driller_karavan_const$	
driller_knollofdissent_karavan_u3_150a_const	$gn_driller_karavan_const$	
driller_knollofdissent_karavan_u3_50a_const	$gn_driller_karavan_const$	
driller_knollofdissent_karavan_u4_100a_const	$gn_driller_karavan_const$	
driller_knollofdissent_karavan_u4_150a_const	$gn_driller_karavan_const$	
driller_knollofdissent_karavan_u4_50a_const	$gn_driller_karavan_const$	
driller_knotofdementia_kami_u1_100a_const	$gn_driller_kami_const$	
driller_knotofdementia_kami_u1_150a_const	$gn_driller_kami_const$	
driller_knotofdementia_kami_u1_200a_const	$gn_driller_kami_const$	
driller_knotofdementia_kami_u2_100a_const	$gn_driller_kami_const$	
driller_knotofdementia_kami_u2_150a_const	$gn_driller_kami_const$	
driller_knotofdementia_kami_u2_200a_const	$gn_driller_kami_const$	
driller_knotofdementia_kami_u3_100a_const	$gn_driller_kami_const$	
driller_knotofdementia_kami_u3_150a_const	$gn_driller_kami_const$	
driller_knotofdementia_kami_u3_200a_const	$gn_driller_kami_const$	
driller_knotofdementia_kami_u4_100a_const	$gn_driller_kami_const$	
driller_knotofdementia_kami_u4_150a_const	$gn_driller_kami_const$	
driller_knotofdementia_kami_u4_200a_const	$gn_driller_kami_const$	
driller_knotofdementia_karavan_u1_100a_const	$gn_driller_karavan_const$	
driller_knotofdementia_karavan_u1_150a_const	$gn_driller_karavan_const$	
driller_knotofdementia_karavan_u1_200a_const	$gn_driller_karavan_const$	
driller_knotofdementia_karavan_u2_100a_const	$gn_driller_karavan_const$	
driller_knotofdementia_karavan_u2_150a_const	$gn_driller_karavan_const$	
driller_knotofdementia_karavan_u2_200a_const	$gn_driller_karavan_const$	
driller_knotofdementia_karavan_u3_100a_const	$gn_driller_karavan_const$	
driller_knotofdementia_karavan_u3_150a_const	$gn_driller_karavan_const$	
driller_knotofdementia_karavan_u3_200a_const	$gn_driller_karavan_const$	
driller_knotofdementia_karavan_u4_100a_const	$gn_driller_karavan_const$	
driller_knotofdementia_karavan_u4_150a_const	$gn_driller_karavan_const$	
driller_knotofdementia_karavan_u4_200a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_kami_u1_150a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u1_150b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u1_200a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u1_200b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u1_250a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u1_250b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u2_150a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u2_150b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u2_200a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u2_200b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u2_250a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u2_250b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u3_150a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u3_150b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u3_200a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u3_200b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u3_250a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u3_250b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u4_150a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u4_150b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u4_200a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u4_200b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u4_250a_const	$gn_driller_kami_const$	
driller_lagoonsofloria_kami_u4_250b_const	$gn_driller_kami_const$	
driller_lagoonsofloria_karavan_u1_150a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u1_150b_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u1_200a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u1_200b_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u1_250a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u1_250b_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u2_150a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u2_150b_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u2_200a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u2_200b_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u2_250a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u2_250b_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u3_150a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u3_150b_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u3_200a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u3_200b_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u3_250a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u3_250b_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u4_150a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u4_150b_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u4_200a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u4_200b_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u4_250a_const	$gn_driller_karavan_const$	
driller_lagoonsofloria_karavan_u4_250b_const	$gn_driller_karavan_const$	
driller_libertylake_kami_u1_50a_const	$gn_driller_kami_const$	
driller_libertylake_kami_u2_50a_const	$gn_driller_kami_const$	
driller_libertylake_kami_u3_50a_const	$gn_driller_kami_const$	
driller_libertylake_kami_u4_50a_const	$gn_driller_kami_const$	
driller_libertylake_karavan_u1_50a_const	$gn_driller_karavan_const$	
driller_libertylake_karavan_u2_50a_const	$gn_driller_karavan_const$	
driller_libertylake_karavan_u3_50a_const	$gn_driller_karavan_const$	
driller_libertylake_karavan_u4_50a_const	$gn_driller_karavan_const$	
driller_maidengrove_kami_u1_100a_const	$gn_driller_kami_const$	
driller_maidengrove_kami_u1_50a_const	$gn_driller_kami_const$	
driller_maidengrove_kami_u2_100a_const	$gn_driller_kami_const$	
driller_maidengrove_kami_u2_50a_const	$gn_driller_kami_const$	
driller_maidengrove_kami_u3_100a_const	$gn_driller_kami_const$	
driller_maidengrove_kami_u3_50a_const	$gn_driller_kami_const$	
driller_maidengrove_kami_u4_100a_const	$gn_driller_kami_const$	
driller_maidengrove_kami_u4_50a_const	$gn_driller_kami_const$	
driller_maidengrove_karavan_u1_100a_const	$gn_driller_karavan_const$	
driller_maidengrove_karavan_u1_50a_const	$gn_driller_karavan_const$	
driller_maidengrove_karavan_u2_100a_const	$gn_driller_karavan_const$	
driller_maidengrove_karavan_u2_50a_const	$gn_driller_karavan_const$	
driller_maidengrove_karavan_u3_100a_const	$gn_driller_karavan_const$	
driller_maidengrove_karavan_u3_50a_const	$gn_driller_karavan_const$	
driller_maidengrove_karavan_u4_100a_const	$gn_driller_karavan_const$	
